CODE,NAME_EN,PARENT_CODE
01.1.2.7,Salted ham,01.1.2
01.1.2.7,Smoked ham,01.1.2
01.1.2.8,Other meat preparations,01.1.2
01.1.2.8,canned meat,01.1.2
01.1.2.8,meat extracts,01.1.2
01.1.2.8,meat juices,01.1.2
01.1.2.8,meat pies,01.1.2
01.1.2.8,dumplings with meat,01.1.2
01.1.2.8,filled pancakes with meat,01.1.2
01.1.2.8,minced meat,01.1.2
01.1.2.8,prepared mixed meat from more than one kind of minced meat,01.1.2
01.1.2.8,pâté,01.1.2
01.1.2.8,liver pâté,01.1.2
01.1.3.1,Fresh or chilled fish,01.1.3
01.1.3.1,Fresh fish,01.1.3
01.1.3.1,Chilled fish,01.1.3
01.1.3.1,Fish purchased live for consumption as food,01.1.3
01.1.3.2,Frozen fish,01.1.3
01.1.3.2,Frozen fish,01.1.3
01.1.3.3,Fresh or chilled seafood,01.1.3
01.1.3.3,Fresh crustaceans,01.1.3
01.1.3.3,Chilled crustaceans,01.1.3
01.1.3.3,Fresh molluscs,01.1.3
01.1.3.3,Chilled molluscs,01.1.3
01.1.3.3,Fresh other shellfish,01.1.3
01.1.3.3,Chilled other shellfish,01.1.3
01.1.3.3,Fresh sea snails,01.1.3
01.1.3.3,Chilled sea snails,01.1.3
01.1.3.3,Live crustaceans for food consumption,01.1.3
01.1.3.3,Live molluscs for food consumption,01.1.3
01.1.3.3,Live other shellfish for food consumption,01.1.3
01.1.3.3,Live sea snails for food consumption,01.1.3
01.1.3.3,Land crabs,01.1.3
01.1.3.3,Land snails,01.1.3
01.1.3.3,Frogs,01.1.3
01.1.3.4,Frozen seafood,01.1.3
01.1.3.4,Frozen seafood,01.1.3
01.1.3.5,"Dried, smoked or salted fish and seafood",01.1.3
01.1.3.5,Dried fish,01.1.3
01.1.3.5,Smoked fish,01.1.3
01.1.3.5,Salted fish,01.1.3
01.1.3.5,Dried seafood,01.1.3
01.1.3.5,Smoked seafood,01.1.3
01.1.3.5,Salted seafood,01.1.3
01.1.3.6,Other preserved or processed fish and seafood-based preparations,01.1.3
01.1.3.6,Canned fish,01.1.3
01.1.3.6,Canned seafood,01.1.3
01.1.3.6,Caviar,01.1.3
01.1.3.6,Other hard roes,01.1.3
01.1.3.6,Fish pies,01.1.3
01.1.3.6,Battered fish,01.1.3
01.1.3.6,Dumplings with fish,01.1.3
01.1.3.6,Filled pancakes with fish,01.1.3
01.1.4.1,Fresh whole milk,01.1.4
01.1.4.1,Fresh whole milk,01.1.4
01.1.4.1,Pasteurized milk,01.1.4
01.1.4.1,Sterilized milk,01.1.4
01.1.4.1,Ultra-pasteurized milk,01.1.4
01.1.4.1,UHT milk,01.1.4
01.1.4.2,Fresh low fat milk,01.1.4
01.1.4.2,Fresh low fat milk,01.1.4
01.1.4.2,Pasteurized fresh low fat milk,01.1.4
01.1.4.2,Sterilized fresh low fat milk,01.1.4
01.1.4.2,Ultra-pasteurized fresh low fat milk,01.1.4
01.1.4.2,UHT fresh low fat milk,01.1.4
01.1.4.2,Semi-skimmed fresh low fat milk,01.1.4
01.1.4.2,Skimmed fresh low fat milk,01.1.4
01.1.4.3,Preserved milk,01.1.4
01.1.4.3,Preserved milk condensed,01.1.4
01.1.4.3,Preserved milk evaporated,01.1.4
01.1.4.3,Preserved milk powdered,01.1.4
01.1.4.4,Yoghurt,01.1.4
01.1.4.4,Yoghurt without additives,01.1.4
01.1.4.4,Yoghurt with sugar,01.1.4
01.1.4.4,Yoghurt with cocoa,01.1.4
01.1.4.4,Yoghurt with fruit,01.1.4
01.1.4.4,Yoghurt with flavourings,01.1.4
01.1.4.5,Cheese and curd,01.1.4
01.1.4.5,hard cheese,01.1.4
01.1.4.5,semi-hard cheese,01.1.4
01.1.4.5,blue cheese,01.1.4
01.1.4.5,cottage cheese,01.1.4
01.1.4.5,mozzarella,01.1.4
01.1.4.5,fromage blanc,01.1.4
01.1.4.6,Other milk products,01.1.4
01.1.4.6,cream,01.1.4
01.1.4.6,milk-based desserts,01.1.4
01.1.4.6,milk-based beverages,01.1.4
01.1.4.6,dairy products not based on milk such as soya milk,01.1.4
01.1.4.7,Eggs,01.1.4
01.1.4.7,Eggs,01.1.4
01.1.4.7,Egg products made wholly from eggs,01.1.4
01.1.5.1,Butter,01.1.5
01.1.5.1,butter,01.1.5
01.1.5.1,butter oil,01.1.5
01.1.5.1,ghee,01.1.5
01.1.5.2,Margarine and other vegetable fats,01.1.5
01.1.5.2,margarine,01.1.5
01.1.5.2,diet margarine,01.1.5
01.1.5.2,peanut butter,01.1.5
01.1.5.3,Olive oil,01.1.5
01.1.5.3,olive oil,01.1.5
01.1.5.4,Other edible oils,01.1.5
01.1.5.4,Corn oil,01.1.5
01.1.5.4,Sunflower-seed oil,01.1.5
01.1.5.4,Cottonseed oil,01.1.5
01.1.5.4,Soybean oil,01.1.5
01.1.5.4,Groundnut oil,01.1.5
01.1.5.4,Walnut oil,01.1.5
01.1.5.5,Other edible animal fats,01.1.5
01.1.5.5,Edible animal fats such as lard,01.1.5
01.1.6.1,Fresh or chilled fruit,01.1.6
01.1.6.1,Fresh melons,01.1.6
01.1.6.1,Fresh water melons,01.1.6
01.1.6.1,Fresh berries,01.1.6
01.1.6.1,Chilled melons,01.1.6
01.1.6.1,Chilled water melons,01.1.6
01.1.6.1,Chilled berries,01.1.6
01.1.6.2,Frozen fruit,01.1.6
01.1.6.2,Frozen fruit,01.1.6
01.1.6.2,Frozen berries,01.1.6
01.1.6.3,Dried fruit and nuts,01.1.6
01.1.6.3,Dried fruit,01.1.6
01.1.6.3,Fruit peel,01.1.6
01.1.6.3,Fruit kernels,01.1.6
01.1.6.3,Nuts,01.1.6
01.1.6.3,Edible seeds,01.1.6
01.1.6.3,Dry berries,01.1.6
01.1.6.4,Preserved fruit and fruit-based products,01.1.6
01.1.6.4,Preserved fruit,01.1.6
01.1.6.4,Fruit-based products,01.1.6
01.1.6.4,Dietary preparations based exclusively on fruit,01.1.6
01.1.6.4,Culinary ingredients based exclusively on fruit,01.1.6
01.1.6.4,Canned fruit,01.1.6
01.1.6.4,Tinned fruit,01.1.6
01.1.7.1,Fresh or chilled vegetables other than potatoes and other tubers,01.1.7
01.1.7.1,Fresh or chilled asparagus,01.1.7
01.1.7.1,Fresh or chilled broccoli,01.1.7
01.1.7.1,Fresh or chilled cauliflower,01.1.7
01.1.7.1,Fresh or chilled endives,01.1.7
01.1.7.1,Fresh or chilled fennel,01.1.7
01.1.7.1,Fresh or chilled spinach,01.1.7
01.1.7.1,Fresh or chilled aubergines,01.1.7
01.1.7.1,Fresh or chilled cucumbers,01.1.7
01.1.7.1,Fresh or chilled courgettes,01.1.7
01.1.7.1,Fresh or chilled green peppers,01.1.7
01.1.7.1,Fresh or chilled pumpkins,01.1.7
01.1.7.1,Fresh or chilled tomatoes,01.1.7
01.1.7.1,Fresh or chilled beetroots,01.1.7
01.1.7.1,Fresh or chilled carrots,01.1.7
01.1.7.1,Fresh or chilled onions,01.1.7
01.1.7.1,Fresh or chilled parsnips,01.1.7
01.1.7.1,Fresh or chilled radishes,01.1.7
01.1.7.1,Fresh or chilled turnips,01.1.7
01.1.7.2,Frozen vegetables other than potatoes and other tubers,01.1.7
01.1.7.2,Frozen vegetables cultivated for their leaves such as spinach,01.1.7
01.1.7.2,Frozen vegetables cultivated for their leaves such as fennel,01.1.7
01.1.7.2,Frozen vegetables cultivated for their leaves such as endives,01.1.7
01.1.7.2,Frozen vegetables cultivated for their leaves such as broccoli,01.1.7
01.1.7.2,Frozen vegetables cultivated for their leaves such as cauliflower,01.1.7
01.1.7.2,Frozen vegetables cultivated for their leaves such as asparagus,01.1.7
01.1.7.2,Frozen vegetables cultivated for their fruit such as tomatoes,01.1.7
01.1.7.2,Frozen vegetables cultivated for their fruit such as pumpkins,01.1.7
01.1.7.2,Frozen vegetables cultivated for their fruit such as green peppers,01.1.7
01.1.7.2,Frozen vegetables cultivated for their fruit such as courgettes,01.1.7
01.1.7.2,Frozen vegetables cultivated for their fruit such as cucumbers,01.1.7
01.1.7.2,Frozen vegetables cultivated for their fruit such as aubergines,01.1.7
01.1.7.2,Frozen vegetables cultivated for their roots such as turnips,01.1.7
01.1.7.2,Frozen vegetables cultivated for their roots such as radishes,01.1.7
01.1.7.2,Frozen vegetables cultivated for their roots such as parsnips,01.1.7
01.1.7.2,Frozen vegetables cultivated for their roots such as onions,01.1.7
01.1.7.2,Frozen vegetables cultivated for their roots such as carrots,01.1.7
01.1.7.2,Frozen vegetables cultivated for their roots such as beetroots,01.1.7
01.1.7.3,"Dried vegetables, other preserved or processed vegetables",01.1.7
01.1.7.3,Dried vegetables,01.1.7
01.1.7.3,Vegetable-based products,01.1.7
01.1.7.3,Dietary preparations based exclusively on vegetables,01.1.7
01.1.7.3,Culinary ingredients based exclusively on vegetables,01.1.7
01.1.7.3,Mixtures of vegetables,01.1.7
01.1.7.3,Canned vegetables,01.1.7
01.1.7.3,Tinned vegetables,01.1.7
01.1.7.3,Pulses,01.1.7
01.1.7.4,Potatoes,01.1.7
01.1.7.4,fresh potatoes,01.1.7
01.1.7.4,chilled potatoes,01.1.7
01.1.7.4,preserved potatoes,01.1.7
01.1.7.4,frozen chipped potatoes,01.1.7
01.1.7.5,Crisps,01.1.7
01.1.7.5,potato crisps simple,01.1.7
01.1.7.5,potato crisps with flavourings,01.1.7
01.1.7.5,potato crisps with ingredients including seasonings,01.1.7
01.1.7.5,potato crisps with ingredients including herbs,01.1.7
01.1.7.5,potato crisps with ingredients including spices,01.1.7
01.1.7.5,potato crisps with ingredients including cheeses,01.1.7
01.1.7.5,potato crisps with ingredients including artificial additives,01.1.7
01.1.7.5,crisps made from potato,01.1.7
01.1.7.5,crisps made from corn,01.1.7
01.1.7.5,crisps made from maize,01.1.7
01.1.7.5,crisps made from tapioca,01.1.7
01.1.7.5,crisps made from other tuber,01.1.7
01.1.7.6,Other tubers and products of tuber vegetables,01.1.7
01.1.7.6,Manioc,01.1.7
01.1.7.6,Arrowroot,01.1.7
01.1.7.6,Cassava,01.1.7
01.1.7.6,Sweet potatoes,01.1.7
01.1.7.6,Flours of tuber vegetables,01.1.7
01.1.7.6,Meals of tuber vegetables,01.1.7
01.1.7.6,Flakes of tuber vegetables,01.1.7
01.1.7.6,Purées of tuber vegetables,01.1.7
01.1.8.1,Sugar,01.1.8
01.1.8.1,"Cane sugar, unrefined",01.1.8
01.1.8.1,"Cane sugar, refined",01.1.8
01.1.8.1,"Cane sugar, powdered",01.1.8
01.1.8.1,"Cane sugar, crystallized",01.1.8
01.1.8.1,"Cane sugar, in lumps",01.1.8
01.1.8.1,"Beet sugar, unrefined",01.1.8
01.1.8.1,"Beet sugar, refined",01.1.8
01.1.8.1,"Beet sugar, powdered",01.1.8
01.1.8.1,"Beet sugar, crystallized",01.1.8
01.1.8.1,"Beet sugar, in lumps",01.1.8
01.1.8.2,"Jams, marmalades and honey",01.1.8
01.1.8.2,Jams,01.1.8
01.1.8.2,Marmalades,01.1.8
01.1.8.2,Compotes,01.1.8
01.1.8.2,Jellies,01.1.8
01.1.8.2,Fruit purées,01.1.8
01.1.8.2,Fruit pastes,01.1.8
01.1.8.2,Natural honey,01.1.8
01.1.8.2,Artificial honey,01.1.8
01.1.8.2,Maple syrup,01.1.8
01.1.8.2,Molasses,01.1.8
01.1.8.2,Parts of plants preserved in sugar,01.1.8
01.1.8.3,Chocolate,01.1.8
01.1.8.3,chocolate and cocoa-based foods,01.1.8
01.1.8.3,cocoa-based dessert preparations,01.1.8
01.1.8.4,Confectionery products,01.1.8
01.1.8.4,chewing gum,01.1.8
01.1.8.4,sweets,01.1.8
01.1.8.4,toffees,01.1.8
01.1.8.4,pastilles,01.1.8
01.1.8.5,Edible ices and ice cream,01.1.8
01.1.8.5,Edible ices,01.1.8
01.1.8.5,Ice cream,01.1.8
01.1.8.5,Sorbet,01.1.8
01.1.8.6,Artificial sugar substitutes,01.1.8
01.1.8.6,Artificial sugar substitutes,01.1.8
01.1.9.1,"Sauces, condiments",01.1.9
01.1.9.1,Mustard,01.1.9
01.1.9.1,Mayonnaise,01.1.9
01.1.9.1,Ketchup,01.1.9
01.1.9.1,Soy sauce,01.1.9
01.1.9.1,Vinegar,01.1.9
01.1.9.2,"Salt, spices and culinary herbs",01.1.9
01.1.9.2,Salt,01.1.9
01.1.9.2,Spices such as pepper,01.1.9
01.1.9.2,Spices such as pimento,01.1.9
01.1.9.2,Spices such as ginger,01.1.9
01.1.9.2,Culinary herbs such as parsley,01.1.9
01.1.9.2,Culinary herbs such as rosemary,01.1.9
01.1.9.2,Culinary herbs such as thyme,01.1.9
01.1.9.3,Baby food,01.1.9
01.1.9.3,homogenized baby food,01.1.9
01.1.9.4,Ready-made meals,01.1.9
01.1.9.4,Ready-to-eat dishes in tinned food where price only covers the cost of the product,01.1.9
01.1.9.4,Ready-to-eat dishes in frozen food where price only covers the cost of the product,01.1.9
01.1.9.4,Ready-to-eat meals prepared in the day where price only covers the cost of the product,01.1.9
01.1.9.4,Sandwiches,01.1.9
01.1.9.9,Other food products n.e.c.,01.1.9
01.1.9.9,Prepared baking powders,01.1.9
01.1.9.9,Baker's yeast,01.1.9
01.1.9.9,Dessert preparations,01.1.9
01.1.9.9,Soups,01.1.9
01.1.9.9,Broths,01.1.9
01.1.9.9,Stocks,01.1.9
01.1.9.9,Culinary ingredients,01.1.9
01.1.9.9,Dietary preparations irrespective of the composition,01.1.9
01.2.1.1,Coffee,01.2.1
01.2.1.1,"Coffee, decaffeinated, roasted",01.2.1
01.2.1.1,"Coffee, decaffeinated, ground",01.2.1
01.2.1.1,"Coffee, decaffeinated, instant",01.2.1
01.2.1.1,"Coffee, not decaffeinated, roasted",01.2.1
01.2.1.1,"Coffee, not decaffeinated, ground",01.2.1
01.2.1.1,"Coffee, not decaffeinated, instant",01.2.1
01.2.1.1,Coffee substitutes,01.2.1
01.2.1.1,Extracts of coffee,01.2.1
01.2.1.1,Essences of coffee,01.2.1
01.2.1.2,Tea,01.2.1
01.2.1.2,Tea made from traditional tea leaves,01.2.1
01.2.1.2,Maté infusions,01.2.1
01.2.1.2,Infusions made from other plant products,01.2.1
01.2.1.2,Tea substitutes,01.2.1
01.2.1.2,Extracts of tea,01.2.1
01.2.1.2,Essences of tea,01.2.1
01.2.1.3,Cocoa and powdered chocolate,01.2.1
01.2.1.3,"Cocoa, whether or not sweetened",01.2.1
01.2.1.3,Chocolate-based powder,01.2.1
01.2.1.3,Cocoa-based beverage preparations,01.2.1
01.2.2.1,Mineral or spring waters,01.2.2
01.2.2.1,Mineral waters,01.2.2
01.2.2.1,Spring waters,01.2.2
01.2.2.1,Drinking water sold in bottles,01.2.2
01.2.2.1,Drinking water sold in cans,01.2.2
01.2.2.1,Drinking water sold in jugs,01.2.2
01.2.2.1,Drinking water sold in other containers,01.2.2
01.2.2.2,Soft drinks,01.2.2
01.2.2.2,Sodas,01.2.2
01.2.2.2,Lemonades,01.2.2
01.2.2.2,Colas,01.2.2
01.2.2.3,Fruit and vegetable juices,01.2.2
01.2.2.3,Fruit juices,01.2.2
01.2.2.3,Vegetable juices,01.2.2
01.2.2.3,Syrups for the preparation of beverages,01.2.2
01.2.2.3,Concentrates for the preparation of beverages,01.2.2
02.1.1.1,Spirits and liqueurs,02.1.1
02.1.1.1,Eaux-de-vie,02.1.1
02.1.1.1,Liqueurs with high alcohol content,02.1.1
02.1.1.1,Spirits with high alcohol content,02.1.1
02.1.1.1,Mead,02.1.1
02.1.1.1,Aperitifs excluding wine-based aperitifs,02.1.1
02.1.1.2,Alcoholic soft drinks,02.1.1
02.1.1.2,Soda-water types drinks with a low alcohol content,02.1.1
02.1.2.1,Wine from grapes,02.1.2
02.1.2.1,Wine from grapes,02.1.2
02.1.2.1,Champagne,02.1.2
02.1.2.1,Sparkling wines,02.1.2
02.1.2.2,Wine from other fruits,02.1.2
02.1.2.2,Cider,02.1.2
02.1.2.2,Perry,02.1.2
02.1.2.2,Sake,02.1.2
02.1.2.3,Fortified wines,02.1.2
02.1.2.3,Vermouth,02.1.2
02.1.2.3,Sherry,02.1.2
02.1.2.3,Port Wine,02.1.2
02.1.2.4,Wine-based drinks,02.1.2
02.1.2.4,Wine-based aperitifs,02.1.2
02.1.2.4,Non-alcoholic wine,02.1.2
02.1.3.1,Lager beer,02.1.3
02.1.3.1,Pilsner lager beer,02.1.3
02.1.3.1,Bock lager beer,02.1.3
02.1.3.1,Dortmunder Export lager beer,02.1.3
02.1.3.1,Märzen lager beer,02.1.3
02.1.3.1,Pale lager beer,02.1.3
02.1.3.1,Dark lager beer Dunkel,02.1.3
02.1.3.1,Dark lager beer Schwarzbier,02.1.3
02.1.3.2,Other alcoholic beer,02.1.3
02.1.3.2,Ale beers,02.1.3
02.1.3.2,Hybrid or mixed style beers,02.1.3
02.1.3.2,Altbier,02.1.3
02.1.3.2,Kölsch,02.1.3
02.1.3.2,Steam beers,02.1.3
02.1.3.2,Fruit beers,02.1.3
02.1.3.2,Vegetable beers,02.1.3
02.1.3.2,Herb beers,02.1.3
02.1.3.2,Spiced beers,02.1.3
02.1.3.2,Wood-aged beers,02.1.3
02.1.3.2,Smoked beers,02.1.3
02.1.3.2,Champagne style beers,02.1.3
02.1.3.3,Low and non-alcoholic beer,02.1.3
02.1.3.3,Low alcoholic beer with less than 1% ABV,02.1.3
02.1.3.4,Beer-based drinks,02.1.3
02.1.3.4,beer with soda (panache),02.1.3
02.1.3.4,beer with Coca-Cola,02.1.3
02.1.3.4,mix of beer and soda-water with ginger taste (shandy),02.1.3
02.2.0.1,Cigarettes,02.2.0
02.2.0.1,cigarettes,02.2.0
02.2.0.2,Cigars,02.2.0
02.2.0.2,cigars,02.2.0
02.2.0.3,Other tobacco products,02.2.0
