code,title
01.1.3.3,Fish preparations
01.1.3.3,Breaded cod fillets
01.1.3.3,Canned tuna in brine
01.1.3.3,Imitation crab sticks
01.1.3.3,Frozen battered haddock
01.1.3.3,Smoked salmon
01.1.3.3,Canned sardines in oil
01.1.3.3,Surimi seafood salad
01.1.3.4,"Other seafood, live, fresh, chilled or frozen"
01.1.3.4,Dungeness crab
01.1.3.4,American lobster
01.1.3.4,Red king crab
01.1.3.4,Antarctic krill
01.1.3.4,Giant sea spider
01.1.3.4,Brown shrimp
01.1.3.4,Tiger prawn
01.1.3.4,Common cuttlefish
01.1.3.4,Humboldt squid
01.1.3.4,Giant octopus
01.1.3.4,Common periwinkle
01.1.3.4,Abalone
01.1.3.4,Pacific oyster
01.1.3.4,Bay scallop
01.1.3.4,Blue mussel
01.1.3.4,Littleneck clam
01.1.3.4,Cockle
01.1.3.4,Noah's ark shell
01.1.3.4,Purple sea urchin
01.1.3.4,Sea cucumber
01.1.3.4,Moon jellyfish
01.1.3.5,"Other seafood, dried, salted, in brine or smoked"
01.1.3.5,Smoked sturgeon
01.1.3.5,Dried octopus
01.1.3.5,Salted cod
01.1.3.5,Smoked eel
01.1.3.5,Dried squid
01.1.3.6,Other seafood preparations
01.1.3.6,Smoked mackerel fillets
01.1.3.6,Pickled herring
01.1.3.6,Marinated octopus salad
01.1.3.6,Crab cakes
01.1.3.6,Shrimp scampi
01.1.3.6,Canned sardines
01.1.3.6,Lobster bisque
01.1.3.6,Fish pie
01.1.3.6,Seafood paella
01.1.4.2,Skimmed milk
01.1.4.2,Cattle skim milk
01.1.4.2,Buffalo skim milk
01.1.4.2,Goat skim milk
01.1.4.2,Camel skim milk
01.1.4.2,Sheep skim milk
01.1.4.3,Other milk and cream
01.1.4.3,Whole milk powder
01.1.4.3,Skimmed milk powder
01.1.4.3,Evaporated milk
01.1.4.3,Condensed milk
01.1.4.3,Fresh cream
01.1.4.3,Clotted cream
01.1.4.3,Thickened cream
01.1.4.3,Whipped cream
01.1.4.3,Baked milk
01.1.4.4,Non-animal milk
01.1.4.4,Almond beverage
01.1.4.4,Coconut drink
01.1.4.4,Oat milk
01.1.4.4,Rice milk
01.1.4.4,Soy milk
01.1.4.4,Hazelnut milk
01.1.4.5,Cheese
01.1.4.5,Brie
01.1.4.5,Cheddar
01.1.4.5,Gorgonzola
01.1.4.5,Ricotta
01.1.4.5,Feta
01.1.4.5,Halloumi
01.1.4.5,Paneer
01.1.4.5,Wensleydale
01.1.4.5,Roquefort
01.1.4.5,Mascarpone
01.1.4.6,Yoghurt and similar products
01.1.4.6,Plain yoghurt
01.1.4.6,Greek yoghurt
01.1.4.6,Kefir drink
01.1.4.6,Soy yoghurt
01.1.4.6,Coconut yoghurt
01.1.4.6,Buttermilk
01.1.4.6,Curdled cream
01.1.4.6,Acidified milk drink
01.1.4.8,Eggs
01.1.4.8,Chicken eggs
01.1.4.8,Duck eggs
01.1.4.8,Goose eggs
01.1.4.8,Turtle eggs
01.1.4.8,Quail eggs
01.1.4.8,Salted duck eggs
01.1.4.8,Century eggs
01.1.4.8,Liquid egg yolk
01.1.4.8,Frozen egg yolk
01.1.4.8,Dried egg yolk
01.1.4.8,Liquid egg white
01.1.4.8,Frozen egg white
01.1.4.8,Dried egg white
01.1.5.2,Butter and other oils and fats derived from milk
01.1.5.2,Dairy butter
01.1.5.2,Butter oil
01.1.5.2,Clarified butter
01.1.5.9,Other animal oils and fats
01.1.5.9,Pork lard with bay leaves
01.1.5.9,Beef tallow
01.1.5.9,Mutton fat
01.1.5.9,Chicken fat
01.1.5.9,Greaves fat
01.1.5.9,Herring oil
01.1.6.1,"Dates, figs and tropical fruits, fresh"
01.1.6.1,Medjool dates
01.1.6.1,Kadota figs
01.1.6.1,Hass avocados
01.1.6.1,Lady Finger bananas
01.1.6.1,Alphonso mangoes
01.1.6.1,Pink guavas
01.1.6.1,Mangosteens
01.1.6.1,Solo papayas
01.1.6.1,Smooth Cayenne pineapples
01.1.6.1,Macapuno coconuts
01.1.6.1,Breadfruit
01.1.6.7,"Fruits, dried and dehydrated"
01.1.6.7,Thompson raisins
01.1.6.7,Italian prunes
01.1.6.7,Turkish apricots
01.1.6.7,Shredded coconut
01.1.6.7,Mango chips
01.1.6.7,Dried cranberries
01.1.7.1,"Leafy or stem vegetables, fresh or chilled"
01.1.7.1,Asparagus spears
01.1.7.1,Savoy cabbage heads
01.1.7.1,Broccoli florets
01.1.7.1,Romaine lettuce
01.1.7.1,Belgian endive
01.1.7.1,Spinach leaves
01.1.7.1,Globe artichokes
01.1.7.2,"Fruit-bearing vegetables, fresh or chilled"
01.1.7.2,Anaheim chili
01.1.7.2,Bell pepper
01.1.7.2,Kirby cucumber
01.1.7.2,Pickling gherkin
01.1.7.2,Black Beauty eggplant
01.1.7.2,Beefsteak tomato
01.1.7.2,Butternut squash
01.1.7.2,Acorn squash
01.1.7.2,Birdhouse gourd
01.1.7.3,"Green leguminous vegetables, fresh or chilled"
01.1.7.3,String beans
01.1.7.3,English peas
01.1.7.3,Fava beans
01.1.7.3,Edamame
01.1.7.3,Snap beans
01.1.7.4,"Other vegetables, fresh or chilled"
01.1.7.4,Bunched carrots
01.1.7.4,Turnips
01.1.7.4,Fresh garlic
01.1.7.4,Yellow onions
01.1.7.4,Fresh leeks
01.1.7.4,Jerusalem artichokes
01.1.7.4,Cultivated mushrooms
01.1.7.4,Black truffles
01.1.7.4,Sea lettuce
01.1.7.4,Kalamata olives
01.1.7.4,Baby spinach
01.1.7.4,Pre-packaged vegetable medley
01.1.7.6,Pulses
01.1.7.6,Navy beans
01.1.7.6,Kidney beans
01.1.7.6,Fava beans
01.1.7.6,Garbanzo beans
01.1.7.6,Crimson lentils
01.1.7.6,Green peas
01.1.7.6,Black-eyed peas
01.1.7.6,Red gram
01.1.7.6,Bambara groundnuts
01.1.7.6,Pulse medley
01.1.8.1,Cane sugar and beet sugar
01.1.8.1,Raw cane sugar
01.1.8.1,Granulated beet sugar
01.1.8.1,Powdered cane sugar
01.1.8.1,Beet sugar cubes
01.1.8.1,Cane sugar crystals
01.1.8.2,Other sugars and sugar substitutes
01.1.8.2,Coconut sugar
01.1.8.2,Stevia extract
01.1.8.2,Corn syrup
01.1.8.2,Fructose syrup
01.1.8.2,Lactose syrup
01.1.8.2,Invert sugar
01.1.8.2,Artificial honey
01.1.8.2,Saccharin
01.1.8.2,Flavored cane sugar
01.1.8.2,Flavored beet sugar
01.1.8.2,Maple sugar
01.1.8.2,Maple syrup
01.1.8.2,Caramel
01.1.8.2,Molasses
01.1.8.4,"Nut purées, nut butters and nut pastes"
01.1.8.4,Peanut butter
01.1.8.4,Almond butter
01.1.8.4,Cashew butter
01.1.8.4,Hazelnut butter
01.1.8.4,Macadamia nut butter
01.1.8.4,Pecan butter
01.1.8.4,Pistachio butter
01.1.8.4,Walnut butter
01.1.8.6,"Ice, ice cream and sorbets"
01.1.8.6,Crystal ice cubes
01.1.8.6,Vanilla ice cream
01.1.8.6,Mango sorbet
01.1.8.6,Frozen strawberry yogurt
01.1.8.6,Cherry ice pop
01.1.8.6,Chocolate tofu ice cream
01.1.8.9,Other sugar confectionery and desserts n.e.c.
01.1.8.9,Sugared orange peel
01.1.8.9,Chewing gum
01.1.8.9,Butterscotch toffee
01.1.8.9,Fruit pastilles
01.1.8.9,Hard candies
01.1.8.9,White chocolate bar
01.1.8.9,Fondant creams
01.1.8.9,Marshmallow treats
01.1.8.9,Puddings
01.1.9.3,"Salt, condiments and sauces"
01.1.9.3,Sea salt
01.1.9.3,Hot sauce
01.1.9.3,Dijon mustard
01.1.9.3,Mayonnaise
01.1.9.3,Tomato ketchup
01.1.9.3,Soy sauce
01.1.9.3,Apple cider vinegar
01.1.9.3,Coconut milk
01.1.9.9,Other food products n.e.c.
01.1.9.9,Sugarcane sticks
01.1.9.9,Baking powder mix
01.1.9.9,Chicken bouillon cubes
01.1.9.9,Agar-agar powder
01.1.9.9,Instant chocolate pudding
01.1.9.9,Beef broth concentrate
01.1.9.9,Ready-made pie filling
01.2.1.0,Fruit and vegetable juices
01.2.1.0,Apple juice
01.2.1.0,Carrot juice
01.2.1.0,Grapefruit juice concentrate
01.2.1.0,Tomato juice powder
01.2.1.0,Mixed berry syrup
01.2.1.0,Spinach juice
01.2.1.0,Mango nectar
01.2.1.0,Beet juice concentrate
01.2.2.0,Coffee and coffee substitutes
01.2.2.0,Arabica coffee
01.2.2.0,Robusta coffee
01.2.2.0,Decaffeinated coffee
01.2.2.0,Instant coffee
01.2.2.0,Coffee extract
01.2.2.0,Coffee concentrate
01.2.2.0,Chicory-based coffee substitute
01.2.2.0,Roasted chicory extract
01.2.2.0,Coffee beverage mix
01.2.3.0,"Tea, maté and other plant-derived products for infusion"
01.2.3.0,Sencha green tea
01.2.3.0,Assam black tea
01.2.3.0,Yerba maté
01.2.3.0,Pu-erh tea
01.2.3.0,Chamomile infusion
01.2.3.0,Peppermint tea
01.2.3.0,Rooibos tea
01.2.3.0,Instant black tea
01.2.3.0,Peach iced tea
01.2.9.0,Other non-alcoholic beverages
01.2.9.0,Sparkling raspberry water
01.2.9.0,Electrolyte-enhanced sports drink
01.2.9.0,Pre-workout powder
01.2.9.0,Organic birch sap
01.2.9.0,Aloe vera beverage
01.2.9.0,Vanilla syrup
01.2.9.0,Iced green tea
01.3.0.0,Services for processing primary goods for food and non-alcoholic beverages
01.3.0.0,Grain milling for household flour
01.3.0.0,Domestic animal butchering services
01.3.0.0,Fruit juice pressing for home use
01.3.0.0,Vegetable juice pressing for home use
01.3.0.0,Oil extraction for personal use
02.1.3.0,Beer
02.1.3.0,India Pale Ale
02.1.3.0,Pilsner
02.1.3.0,Irish Stout
02.1.3.0,Baltic Porter
02.1.3.0,Wheat Beer
02.1.3.0,Non-alcoholic Lager
02.1.3.0,Low-alcohol Pale Ale
02.1.9.0,Other alcoholic beverages
02.1.9.0,Vodka soda
02.1.9.0,Rum and cola
02.1.9.0,Gin and tonic
02.1.9.0,Whiskey ginger
02.1.9.0,Shandy
02.1.9.0,Radler
02.2.0.0,Alcohol production services
02.2.0.0,Apple cider pressing
02.2.0.0,Grape crushing
02.2.0.0,Whiskey fermentation
02.2.0.0,Beer brewing
02.2.0.0,Brandy distillation
02.2.0.0,Wine bottling
02.2.0.0,Whiskey aging
02.3.0.1,Cigarettes
02.3.0.1,Camel cigarettes
02.3.0.1,Marlboro cigarettes
02.3.0.1,Newport cigarettes
02.3.0.1,Lucky Strike cigarettes
02.3.0.1,Pall Mall cigarettes
03.1.3.2,Clothing accessories
03.1.3.2,Spool of cotton thread
03.1.3.2,Skein of wool yarn
03.1.3.2,Metal button
03.1.3.2,Plastic buckle
03.1.3.2,Snap fastener
03.1.3.2,Coil zipper
03.1.3.2,Satin ribbon
03.1.3.2,Shoelace
03.1.3.2,Fringe trim
03.1.4.1,Cleaning of clothing
03.1.4.1,Formal wear dry cleaning
03.1.4.1,Shirt laundering
03.1.4.1,Silk scarf dyeing
03.1.4.1,Suit dry cleaning
03.1.4.1,Dress laundering
03.1.4.1,Tie dyeing
03.1.4.2,"Repair, tailoring and hire of clothing"
03.1.4.2,Hemming of trousers
03.1.4.2,Jacket alterations
03.1.4.2,Dress repair
03.1.4.2,Wedding gown tailoring
03.1.4.2,Suit rental
03.1.4.2,Tuxedo hire
03.1.4.2,Coat mending
04.1.1.0,Actual rental payments made by tenants for main residence
04.1.1.0,Apartment rent
04.1.1.0,Townhouse lease payment
04.1.1.0,Single-family home rental
04.1.1.0,Condominium monthly payment
04.1.1.0,Boarding house room charge
04.1.1.0,Furnished flat rent
04.1.1.0,Unfurnished house rental
04.2.2.0,Other imputed rentals
04.2.2.0,Second Home Imputed Rental
04.2.2.0,Attached Garage Imputed Rental
04.2.2.0,Storage Unit Imputed Rental
04.3.1.1,Materials for the maintenance and repair of the dwelling
04.3.1.1,Interior latex paint
04.3.1.1,Exterior wood varnish
04.3.1.1,Cement-based rendering
04.3.1.1,Vinyl wallpaper
04.3.1.1,Textile wall covering
04.3.1.1,Tempered glass windowpane
04.3.1.1,Gypsum plaster
04.3.1.1,Concrete
04.3.1.1,Glazing putty
04.3.1.1,Pre-mixed wallpaper paste
04.3.1.1,Copper water pipe
04.3.1.1,Chrome-plated faucet
04.3.1.1,PVC pipe joint
04.3.1.1,Hardwood floorboards
04.3.1.1,Ceramic floor tiles
04.3.1.1,Paint brush
04.3.1.1,Putty knife
04.3.1.1,Carpet roll
04.3.1.1,Sheet linoleum
04.3.1.1,Door hinge
04.3.1.1,Duplex wall outlet
04.3.1.1,Electrical cord
04.3.1.1,Area rug
04.3.2.0,"Services for the maintenance, repair and security of the dwelling"
04.3.2.0,Faucet repair
04.3.2.0,Electrical outlet replacement
04.3.2.0,Cabinet door adjustment
04.3.2.0,Window pane replacement
04.3.2.0,Interior wall painting
04.3.2.0,Wallpaper hanging
04.3.2.0,Hardwood floor polishing
04.3.2.0,Lock rekeying
04.3.2.0,Carpet installation
04.3.2.0,Linoleum laying
04.3.2.0,Alarm system monitoring
04.3.2.0,Security patrol
04.4.3.2,Sewage collection through on-site sanitation systems
04.4.3.2,Septic tank pumping
04.4.3.2,Pit latrine emptying
04.4.3.2,Soak pit effluent removal
04.4.3.2,Communal toilet cleaning
04.4.3.2,Pay toilet sanitation
04.5.2.2,Liquefied hydrocarbons
04.5.2.2,Propane tank rental
04.5.2.2,Butane supply
04.5.2.2,Liquefied petroleum gas standing charge
04.5.2.2,Propane storage container purchase
04.5.3.0,Liquid fuels
04.5.3.0,Kerosene for heating
04.5.3.0,Biofuel heating oil
04.5.3.0,Ethanol fireplace fuel
04.5.4.1,"Coal, coal briquettes, peat and peat briquettes"
04.5.4.1,Anthracite coal
04.5.4.1,Bituminous coal
04.5.4.1,Lignite coal
04.5.4.1,Cannel coal
04.5.4.1,Coal briquettes
04.5.4.1,Peat
04.5.4.1,Peat briquettes
04.5.4.2,"Wood fuel, including pellets and briquettes"
04.5.4.2,Firewood billets
04.5.4.2,Hardwood faggots
04.5.4.2,Kiln-dried logs
04.5.4.2,Kindling twigs
04.5.4.2,Wood chip fuel
04.5.4.2,Wood particle fuel
04.5.4.2,Loose sawdust
04.5.4.2,Wood waste
04.5.4.2,Sawdust briquettes
04.5.4.2,Wood pellet fuel
05.1.1.2,Garden and camping furniture
05.1.1.2,Wrought iron garden bench
05.1.1.2,Wooden garden table
05.1.1.2,Metal garden arbour
05.1.1.2,Small garden storage shed
05.1.1.2,Folding camping chair
05.1.1.2,Camping table
05.1.1.2,Custom-built outdoor sofa
05.1.1.3,Lighting equipment
05.1.1.3,Chandeliers
05.1.1.3,Floor lamps
05.1.1.3,Pendant lights
05.1.1.3,Table lamps
05.1.1.3,Fairy lights
05.1.1.3,Track lighting
05.1.1.3,Wall sconces
05.1.1.4,"Furnishings, loose carpets and rugs"
05.1.1.4,Persian rug
05.1.1.4,Oil painting
05.1.1.4,Bronze sculpture
05.1.1.4,Grandfather clock
05.1.1.4,Room divider
05.1.1.4,Vanity mirror
05.1.1.4,Brass candlestick
05.1.1.4,Leather hide
05.1.2.0,"Repair, installation and hire of furniture, furnishings and loose carpets"
05.1.2.0,Furniture mending
05.1.2.0,Camping chair refurbishment
05.1.2.0,Couch repair
05.1.2.0,Outdoor table restoration
05.1.2.0,Antique cabinet renovation
05.1.2.0,Period rug repair
05.1.2.0,Furniture rental
05.1.2.0,Garden bench hire
05.1.2.0,Cushion leasing
05.1.2.0,Carpet installation
05.1.2.0,Table assembly
05.2.1.3,Table linen and bathroom linen
05.2.1.3,Damask tablecloth
05.2.1.3,Cotton table napkin
05.2.1.3,Terrycloth bath towel
05.2.1.3,Washcloth
05.2.1.3,Linen hand towel
05.2.1.3,Fitted bath sheet
05.3.1.9,Other major household appliances
05.3.1.9,Home safe
05.3.1.9,Electric sewing machine
05.3.1.9,Knitting machine
05.3.1.9,Water softener
05.3.3.0,"Repair, installation and hire of household appliances"
05.3.3.0,Refrigerator repair
05.3.3.0,Washing machine rental
05.3.3.0,Dishwasher installation
05.4.0.1,"Glassware, crystal ware, ceramic ware and china ware"
05.4.0.1,Crystal champagne flute
05.4.0.1,Ceramic soup tureen
05.4.0.1,Glass water pitcher
05.4.0.1,Bone china tea cup
05.4.0.1,Glass dessert plate
05.4.0.1,Ceramic coffee mug
05.4.0.1,Crystal wine decanter
05.4.0.1,China dinner plate
05.4.0.4,"Repair and hire of glassware, tableware and household utensils"
05.4.0.4,Crystal goblet repair
05.4.0.4,Silverware rental
05.4.0.4,Ceramic plate mending
05.4.0.4,China teacup hire
05.4.0.4,Stainless steel knife sharpening
05.4.0.4,Glass vase restoration
05.4.0.4,Flatware leasing
05.4.0.4,Kitchen utensil refurbishment
05.5.1.0,Motorized tools and equipment
05.5.1.0,Cordless drill
05.5.1.0,Hammer drill
05.5.1.0,Jigsaw
05.5.1.0,Orbital sander
05.5.1.0,Riding mower
05.5.1.0,Chainsaw
05.5.1.0,Rotary lawnmower
05.5.1.0,Lawn edger
05.5.1.0,Hedge trimmer
05.5.1.0,Garden tiller
05.5.1.0,Water pump
05.5.1.0,Electric screwdriver
05.5.2.1,Non-motorized tools
05.5.2.1,Crosscut saw
05.5.2.1,Claw hammer
05.5.2.1,Phillips head screwdriver
05.5.2.1,Adjustable wrench
05.5.2.1,Combination spanner
05.5.2.1,Needle-nose pliers
05.5.2.1,Utility knife
05.5.2.1,Metal file
05.5.2.1,Power shears
05.5.2.1,Garden wheelbarrow
05.5.2.1,Watering can
05.5.2.1,Garden hose
05.5.2.1,Pointed shovel
05.5.2.1,Garden rake
05.5.2.1,Pitchfork
05.5.2.1,Scythe
05.5.2.1,Sickle
05.5.2.1,Pruning secateurs
05.5.2.1,Extension ladder
05.5.2.1,Step stool
05.5.3.0,Repair and hire of motorized and non-motorized tools and equipment
05.5.3.0,Electric drill repair
05.5.3.0,Gas-powered chainsaw rental
05.5.3.0,Manual wrench repair
05.5.3.0,Wheelbarrow hire
05.5.3.0,Air compressor repair
05.5.3.0,Hand saw rental
05.5.3.0,Power sander repair
05.5.3.0,Lawn aerator hire
05.5.3.0,Impact driver repair
05.5.3.0,Socket set rental
05.6.1.1,Household cleaning and maintenance products
05.6.1.1,Lemon-scented dish soap
05.6.1.1,Automatic dishwasher detergent
05.6.1.1,Granulated scouring powder
05.6.1.1,Concentrated bleach
05.6.1.1,Fabric softener
05.6.1.1,Spray-on stain remover
05.6.1.1,All-purpose surface cleaner
05.6.1.1,Glass cleaner
05.6.1.1,Drain unblocker
05.6.1.1,Bathroom disinfectant
05.6.1.1,Hardwood floor wax
05.6.1.1,Liquid floor polish
05.6.1.1,Leather shoe polish
05.6.1.1,Shoe shine cream
05.6.1.1,Horsehair shoe brush
05.6.1.1,Plastic dustpan
05.6.1.1,Goat hair duster
05.6.1.1,Microfiber cloth
05.6.1.1,Cotton floor cloth
05.6.1.1,Synthetic chamois leather
05.6.1.1,Dish brush
05.6.1.1,Cellulose sponge
05.6.1.1,Stainless steel scourer
05.6.1.1,Steel wool pad
05.6.1.1,Vacuum cleaner bag
05.6.1.1,Pool shock treatment
05.6.1.1,Swimming pool algaecide
05.6.1.9,Other non-durable household goods
05.6.1.9,Ant killer spray
05.6.1.9,Fungicide powder
05.6.1.9,Distilled water
05.6.1.9,Air filters
05.6.1.9,Linen tablecloths
05.6.1.9,Paper napkins
05.6.1.9,Kitchen towels
05.6.1.9,Baking paper rolls
05.6.1.9,Plastic wrap
05.6.1.9,Aluminum foil sheets
05.6.1.9,Paper doilies
05.6.1.9,Disposable paper plates
05.6.1.9,Plastic cups
05.6.1.9,Wooden cutlery
05.6.1.9,Scented candles
05.6.1.9,Oil lamp wicks
05.6.1.9,Denatured alcohol
05.6.1.9,Plastic sandwich bags
05.6.1.9,Trash bags
05.6.1.9,Book matches
05.6.1.9,Clothes pins
05.6.1.9,Wooden clothes hangers
05.6.1.9,Steel pins
05.6.1.9,Safety pins
05.6.1.9,Sewing needles
05.6.1.9,Knitting needles
05.6.1.9,Thimbles
05.6.1.9,Steel nails
05.6.1.9,Wood screws
05.6.1.9,Hex nuts
05.6.1.9,Machine bolts
05.6.1.9,Thumb tacks
05.6.1.9,Washers
05.6.1.9,Household glue
05.6.1.9,Adhesive tape
05.6.1.9,Twine
05.6.1.9,Rubber gloves
05.6.1.9,Gardening gloves
05.6.2.1,Domestic services provided by paid staff
05.6.2.1,Butler service
05.6.2.1,Personal chef
05.6.2.1,Housekeeper
05.6.2.1,Chauffeur
05.6.2.1,Landscape maintenance
05.6.2.1,Governess
05.6.2.1,Nanny
05.6.2.1,Babysitting service
05.6.2.1,Gardening service
05.6.2.1,Residential cleaning
05.6.2.1,In-home ironing
05.6.2.9,Other household services
05.6.2.9,Household carpet shampooing
05.6.2.9,Residential drapery dry cleaning
05.6.2.9,Home textile dyeing
05.6.2.9,Cockroach eradication
05.6.2.9,Vacation home security
05.6.2.9,Residential house-sitting
06.1.1.1,"Medicines, vaccines and other pharmaceutical preparations"
06.1.1.1,Amoxicillin capsules
06.1.1.1,Influenza vaccine
06.1.1.1,Levothyroxine tablets
06.1.1.1,Epinephrine injection
06.1.1.1,Prednisone oral solution
06.1.1.1,Vitamin D supplements
06.1.1.1,Potassium chloride tablets
06.1.1.1,Oxygen for home use
06.1.1.1,Pharmacist dispensing fee
06.1.1.1,Estradiol patches
06.1.1.1,Insulin vials
06.1.1.1,Lisinopril tablets
06.1.1.1,Azithromycin suspension
06.1.1.1,Warfarin tablets
06.1.1.1,Omeprazole capsules
06.1.2.2,Preventive and protective devices
06.1.2.2,Latex condoms
06.1.2.2,Non-latex condoms
06.1.2.2,Surgical masks
06.1.2.2,N95 respirators
06.1.2.2,Compression stockings
06.1.2.2,Medical-grade gloves
06.1.2.2,Insecticide-treated mosquito nets
06.1.3.3,Assistive products for mobility and daily living
06.1.3.3,Diabetic footwear
06.1.3.3,Neuropathic footwear
06.1.3.3,Orthopedic footwear
06.1.3.3,Ankle brace
06.1.3.3,Knee brace
06.1.3.3,Wrist splint
06.1.3.3,Leg prosthesis
06.1.3.3,Hand prosthesis
06.1.3.3,Spinal implant
06.1.3.3,Lumbar support belt
06.1.3.3,Cervical collar
06.1.3.3,Axillary crutch
06.1.3.3,Forearm crutch
06.1.3.3,Rollator walker
06.1.3.3,Upright walker
06.1.3.3,Standing frame
06.1.3.3,Manual wheelchair
06.1.3.3,Powered wheelchair
06.1.3.3,Wheelchair cushion
06.1.3.3,Folding cane
06.1.3.3,Quad cane
06.1.3.3,Shower chair
06.1.3.3,Bath chair
06.1.3.3,Toilet chair
06.1.3.3,Grab bar
06.1.3.3,Adult diaper
06.1.3.3,Incontinence pad
06.1.3.3,Pressure relief mattress
06.1.3.3,Adjustable bed
06.1.3.3,Portable ramp
06.2.2.1,Dental preventive services
06.2.2.1,Prophylactic dental exam
06.2.2.1,Periodic oral health assessment
06.2.2.1,Dental cleaning
06.2.2.1,Fluoride treatment
06.2.2.1,Dental sealant application
06.2.3.2,Outpatient long-term care services
06.2.3.2,Geriatric day program
06.2.3.2,Home hemodialysis
06.2.3.2,In-home medication management
06.2.3.2,Domiciliary psychiatric care
06.2.3.2,In-home physical therapy
06.2.3.2,Assistive devices bundled with care services
06.2.3.2,Mobile diagnostic imaging
06.3.1.0,Inpatient curative and rehabilitative services
06.3.1.0,Appendectomy
06.3.1.0,Dental restoration
06.3.1.0,Physical therapy
06.3.1.0,Diagnostic imaging
06.3.1.0,Intravenous medication
06.3.1.0,Hospital meal service
06.3.1.0,Cosmetic surgery
06.3.2.0,Inpatient long-term care services
06.3.2.0,Convalescent hospital care
06.3.2.0,Geriatric nursing home services
06.3.2.0,Inpatient hospice care
06.3.2.0,Palliative care facility services
06.3.2.0,Skilled nursing facility services
