code,title
01.1.7.9,Homogenized vegetable preparations
01.1.7.9,Vegetable pickles
01.1.7.9,"Soy meat, soy burgers, veggie burgers, tofu, tempeh, and other meat substitutes made from vegetables and nuts"
01.1.7.9,Kocho (a flatbread made from the starch obtained from the fermentation of the green leaf sheaths of the enset plant)
01.1.7.9,"Potato starch, tapioca, sago, and other starches"
01.1.8.6,"Ice, ice cream and sorbets"
01.1.8.6,ice cubes for drinks
01.1.8.6,ice cream and kulfi
01.1.8.6,sorbet
01.1.8.6,frozen yoghurt
01.1.8.6,ice pop
01.1.8.6,tofu ice cream
01.1.9.3,"Salt, condiments and sauces"
01.1.9.3,salt
01.1.9.3,"sauces (e.g. mustard, mayonnaise, ketchup, soy sauce)"
01.1.9.3,condiments
01.1.9.3,seasonings
01.1.9.3,vinegar
01.1.9.3,coconut milk for cooking
01.1.9.9,Other food products n.e.c.
01.1.9.9,sugarcane consumed for the purpose of extracting juice or as a snack
01.1.9.9,"prepared baking powders and yeasts, broth, stocks, bouillon cubes, soup bases, agar-agar and instant dessert preparations"
01.1.9.9,other ready-made food and other food products
01.2.2.0,Coffee and coffee substitutes
01.2.2.0,"coffee, whether or not decaffeinated, roasted or ground, including instant coffee"
01.2.2.0,coffee substitutes
01.2.2.0,"extracts, essences and concentrates of coffee"
01.2.2.0,coffee-based beverage preparations
01.2.2.0,"roasted chicory and other roasted coffee substitutes and extracts, essences and concentrates thereof"
01.2.3.0,"Tea, maté and other plant-derived products for infusion"
01.2.3.0,"green tea, unfermented"
01.2.3.0,"black tea, fermented"
01.2.3.0,"tea, mate and other plant products, partly fermented, for infusion"
01.2.3.0,tea substitutes
01.2.3.0,tea extracts and essences
01.2.3.0,fruit teas
01.2.3.0,herbal teas
01.2.3.0,rooibos tea
01.2.3.0,instant tea
01.2.3.0,iced tea
01.2.4.0,Cocoa drinks
01.2.4.0,Cocoa drink
01.2.4.0,Chocolate-based drink
01.2.5.0,Water
01.2.5.0,Water
01.2.5.0,Mineral water
01.2.5.0,Spring water
01.2.5.0,Still water
01.2.5.0,Sparkling water
01.2.5.0,Water without added ingredients
01.2.6.0,Soft drinks
01.2.6.0,"soft drink, such as soda, lemonade, and cola"
01.2.6.0,sparkling juice
01.2.9.0,Other non-alcoholic beverages
01.2.9.0,flavoured water
01.2.9.0,"energy drinks, energy supplements (mixed with water for drink preparation), protein powder (mixed with water for drink preparation)"
01.2.9.0,"birch juice, birch sap, aloe vera juice, aloe vera drinks"
01.2.9.0,syrups and concentrates for the preparation of beverages
01.2.9.0,other non-alcoholic beverages
01.3.0.0,Services for processing primary goods for food and non-alcoholic beverages
01.3.0.0,Cereal grinding service for the production of flour
01.3.0.0,Oil pressing service
01.3.0.0,Crushing and pressing service for the production of fruit and vegetable juices
01.3.0.0,Custom slaughtering service for domestic land animals for food purposes
01.3.0.0,Custom slaughtering service for wild land animals for food purposes
02.1.2.2,Wine from other sources
02.1.2.2,Wine from other sources - ciders and perries
02.1.2.2,Wine from other sources - sake
02.1.9.0,Other alcoholic beverages
02.1.9.0,"mixed alcohol-based drinks, such as soda water and mineral water-based mixed alcoholic drinks (alcopops)"
02.1.9.0,"shandy, cola beer and radler"
02.2.0.0,Alcohol production services
02.2.0.0,Crushing and pressing services for the production of fruit-based alcoholic beverages
02.2.0.0,Crushing and pressing services for the production of vegetable-based alcoholic beverages
02.2.0.0,Distilling services for alcohol production
02.2.0.0,Fermentation services for alcohol production
02.2.0.0,Brewing services for beer production
02.2.0.0,Ageing services for alcohol maturation
02.2.0.0,Bottling services for packaged alcoholic beverages
02.3.0.1,Cigarettes
02.3.0.1,cigarettes
02.3.0.1,"cigarettes purchased in bars and restaurants, provided that a service charge is not applied"
03.1.2.1,Garments for men or boys
03.1.2.1,"Cape for men or boys, ready-to-wear, made of waterproof material, for everyday wear"
03.1.2.1,"Overcoat for men or boys, made-to-measure, made of wool, for everyday wear"
03.1.2.1,"Raincoat for men or boys, ready-to-wear, made of rubber, for everyday wear"
03.1.2.1,"Anorak for men or boys, ready-to-wear, made of nylon, for sport"
03.1.2.1,"Parka for men or boys, made-to-measure, made of leather, for work"
03.1.2.1,"Jacket for men or boys, ready-to-wear, made of cotton, for everyday wear"
03.1.2.1,"Trousers for men or boys, made-to-measure, made of linen, for everyday wear"
03.1.2.1,"Waistcoat for men or boys, ready-to-wear, made of silk, for everyday wear"
03.1.2.1,"Suit for men or boys, made-to-measure, made of tweed, for everyday wear"
03.1.2.1,"Costume for men or boys, ready-to-wear, made of polyester, for sport"
03.1.2.1,"Shirt for men or boys, ready-to-wear, made of cotton, for everyday wear"
03.1.2.1,"Pullover for men or boys, made-to-measure, made of cashmere, for everyday wear"
03.1.2.1,"Sweater for men or boys, ready-to-wear, made of wool, for sport"
03.1.2.1,"Cardigan for men or boys, made-to-measure, made of alpaca, for everyday wear"
03.1.2.1,"Shorts for men or boys, ready-to-wear, made of denim, for sport"
03.1.2.1,"Swimsuit for men or boys, made-to-measure, made of lycra, for sport"
03.1.2.1,"Tracksuit for men or boys, ready-to-wear, made of polyester, for sport"
03.1.2.1,"Jogging suit for men or boys, made-to-measure, made of fleece, for sport"
03.1.2.1,"Sweatshirt for men or boys, ready-to-wear, made of cotton, for sport"
03.1.2.1,"T-shirt for men or boys, made-to-measure, made of jersey, for everyday wear"
03.1.2.1,"Leotard for men or boys, ready-to-wear, made of spandex, for sport"
03.1.2.1,"Traditional garment for men or boys, made-to-measure, made of silk, for special occasions"
03.1.2.1,"Vest for men or boys, ready-to-wear, made of polyester, for everyday wear"
03.1.2.1,"Underpants for men or boys, made-to-measure, made of cotton, for everyday wear"
03.1.2.1,"Socks for men or boys, ready-to-wear, made of wool, for everyday wear"
03.1.2.1,"Pyjamas for men or boys, ready-to-wear, made of cotton, for sleep"
03.1.2.1,"Dressing gown for men or boys, made-to-measure, made of terry cloth, for sleep"
03.1.2.1,"Bathrobe for men or boys, ready-to-wear, made of cotton, for bathing"
03.1.2.2,Garments for women or girls
03.1.2.2,"Capes for women or girls, made of various materials, suitable for everyday wear or special occasions."
03.1.2.2,"Overcoats for women or girls, available in different lengths and materials, designed for protection against cold weather."
03.1.2.2,"Raincoats for women or girls, made of waterproof materials, ideal for wet weather conditions."
03.1.2.2,"Anoraks for women or girls, lightweight and waterproof, perfect for outdoor activities."
03.1.2.2,"Parkas for women or girls, insulated and designed for extreme cold weather conditions."
03.1.2.2,"Blousons for women or girls, short and often made of leather or denim."
03.1.2.2,"Jackets for women or girls, available in various styles, materials, and lengths."
03.1.2.2,"Trousers for women or girls, including jeans, leggings, and dress pants, made of various materials."
03.1.2.2,"Waistcoats for women or girls, often worn over a shirt or blouse, available in different materials."
03.1.2.2,"Suits and costumes for women or girls, designed for formal occasions, available in various materials and styles."
03.1.2.2,"Dresses for women or girls, designed for various occasions, available in different materials and lengths."
03.1.2.2,"Skirts for women or girls, available in different lengths, styles, and materials."
03.1.2.2,"Shirts for women or girls, available in different materials and styles."
03.1.2.2,"Blouses for women or girls, often made of delicate materials, available in various styles."
03.1.2.2,"Pullovers, sweaters, and cardigans for women or girls, available in different materials and styles."
03.1.2.2,"Shorts for women or girls, available in different materials and styles."
03.1.2.2,"Swimsuits for women or girls, available in different styles and materials."
03.1.2.2,"Tracksuits and jogging suits for women or girls, designed for comfort and flexibility during exercise."
03.1.2.2,"Sweatshirts for women or girls, available in different materials and styles."
03.1.2.2,"T-shirts for women or girls, available in different materials and styles."
03.1.2.2,"Leotards for women or girls, designed for dance or fitness activities."
03.1.2.2,"Traditional garments for women or girls, representing various cultures and occasions."
03.1.2.2,"Vests for women or girls, available in different materials, often worn as an additional layer."
03.1.2.2,"Underpants, socks, stockings, and tights for women or girls, designed for comfort and hygiene."
03.1.2.2,"Petticoats for women or girls, available in different materials, often worn under dresses or skirts."
03.1.2.2,"Bras, knickers, slips, girdles, corsets, and body stockings for women or girls, designed for support and coverage."
03.1.2.2,"Pyjamas, nightshirts, nightdresses, housecoats, dressing gowns, and bathrobes for women or girls, designed for comfort and relaxation."
03.1.2.3,Garments for infants (under 2 years of age)
03.1.2.3,Raincoat for infants
03.1.2.3,Anorak for infants
03.1.2.3,Parka for infants
03.1.2.3,Blouson for infants
03.1.2.3,Jacket for infants
03.1.2.3,Trousers for infants
03.1.2.3,Waistcoat for infants
03.1.2.3,Suit for infants
03.1.2.3,Costume for infants
03.1.2.3,Dress for infants
03.1.2.3,Skirt for infants
03.1.2.3,Vest for infants
03.1.2.3,Underpants for infants
03.1.2.3,Socks for infants
03.1.2.3,Stockings for infants
03.1.2.3,Tights for infants
03.1.2.3,Pyjamas for infants
03.1.2.3,Nightshirt for infants
03.1.2.3,Nightdress for infants
03.1.2.3,Dressing gown for infants
03.1.2.3,Bathrobe for infants
03.1.2.4,School uniforms
03.1.2.4,"A complete school uniform for a student, including a white shirt, navy blue pants, a red tie, and a black blazer with the school logo embroidered on it."
03.1.2.4,"A set of school PE (Physical Education) uniform, consisting of a white polo shirt with the school name printed on it, navy blue shorts, and white sports socks."
03.1.2.4,"A school skirt in navy blue, a white blouse, and a navy blue blazer with the school logo on it."
03.1.2.4,"A school summer uniform for girls, including a light blue checkered dress and white ankle socks."
03.1.2.4,"A school winter uniform for boys, consisting of a grey woolen sweater, long grey trousers, a white shirt, and a school tie."
03.1.3.1,Other articles of clothing
03.1.3.1,ties
03.1.3.1,handkerchiefs
03.1.3.1,scarves
03.1.3.1,gloves
03.1.3.1,mittens
03.1.3.1,muffs
03.1.3.1,belts
03.1.3.1,braces
03.1.3.1,aprons
03.1.3.1,smocks
03.1.3.1,bibs
03.1.3.1,sleeve protectors
03.1.3.1,hats
03.1.3.1,caps
03.1.3.1,berets
03.1.3.1,bonnets
03.1.3.1,working gloves
03.1.3.2,Clothing accessories
03.1.3.2,sewing threads
03.1.3.2,knitting yarns
03.1.3.2,buckles
03.1.3.2,buttons
03.1.3.2,press studs
03.1.3.2,zip fasteners
03.1.3.2,ribbons
03.1.3.2,laces
03.1.3.2,trimmings
03.1.4.1,Cleaning of clothing
03.1.4.1,dry-cleaning of garments
03.1.4.1,laundering of garments
03.1.4.1,dyeing of garments
03.1.4.2,"Repair, tailoring and hire of clothing"
03.1.4.2,Darning and mending of garments
03.1.4.2,Tailoring services for which the customer supplies the material
03.1.4.2,Hire of garments
03.1.4.2,Repair of garments
03.1.4.2,Altering of garments
03.1.4.2,Cost of materials included if not separately priced
03.2.1.1,Footwear for men
03.2.1.1,all footwear for men either ready-to-wear or made-to-measure
03.2.1.1,gaiters and similar articles
03.2.1.1,shoelaces
03.2.1.1,"parts of footwear, such as heels, soles, etc., purchased by households with the intention of undertaking footwear repair themselves"
03.2.1.1,"sports footwear suitable for everyday or leisure wear (shoes for jogging, cross-training, tennis, basketball, boating, etc.)"
03.2.1.2,Footwear for women
03.2.1.2,Women's ready-to-wear footwear
03.2.1.2,Women's made-to-measure footwear
03.2.1.2,Gaiters for women
03.2.1.2,Shoelaces for women
03.2.1.2,Footwear heels for women
03.2.1.2,Footwear soles for women
03.2.1.2,Footwear parts for women
03.2.1.2,Women's sports shoes for jogging
03.2.1.2,Women's sports shoes for cross-training
03.2.1.2,Women's sports shoes for tennis
03.2.1.2,Women's sports shoes for basketball
03.2.1.2,Women's sports shoes for boating
03.2.1.3,Footwear for infants and children
03.2.1.3,all footwear for infants and children (under 13 years of age) either ready-to-wear or made to measure
03.2.1.3,gaiters and similar articles
03.2.1.3,shoelaces
03.2.1.3,"parts of footwear, such as heels, soles, etc., purchased by households with the intention of repairing footwear themselves"
03.2.1.3,"sports footwear suitable for everyday or leisure wear (shoes for jogging cross-training, tennis, basketball, boating, etc.)"
03.2.1.3,baby's booties made of fabric or sheepskin
03.2.2.0,"Cleaning, repair and hire of footwear"
03.2.2.0,repair of footwear
03.2.2.0,shoe-cleaning services
03.2.2.0,dyeing of shoes
03.2.2.0,hire of footwear
04.1.1.0,Actual rental payments made by tenants for main residence
04.1.1.0,Rentals actually paid by tenants or subtenants occupying furnished or unfurnished premises as their main residence
04.1.1.0,Payments by households occupying a room in a hotel or boarding house as their main residence
04.1.2.1,Actual rental payments made by tenants for secondary residences
04.1.2.1,Actual rental payments made by tenants for secondary residences
04.1.2.1,Rentals actually paid for secondary residences
04.1.2.2,Garage rental payments and other rental payments made by tenants
04.1.2.2,garage rentals in connection with the dwelling
04.1.2.2,rentals of self-storage units
04.2.1.0,Imputed rental payments of owner-occupiers for their main residence
04.2.1.0,imputed rental payments for owner-occupiers' main residence
04.2.1.0,imputed rentals of owners occupying their main residence
04.3.2.0,"Services for the maintenance, repair and security of the dwelling"
04.3.2.0,Plumbing services for minor maintenance and repair of the dwelling
04.3.2.0,Electrical services for minor maintenance and repair of the dwelling
04.3.2.0,Carpentry services for minor maintenance and repair of the dwelling
04.3.2.0,Glazing services for minor maintenance and repair of the dwelling
04.3.2.0,Painting and decorating services for minor maintenance and repair of the dwelling
04.3.2.0,Floor polishing services
04.3.2.0,Locksmith services
04.3.2.0,Fitted carpet laying services
04.3.2.0,Linoleum laying services
04.3.2.0,Security services
04.4.2.0,Refuse collection
04.4.2.0,refuse collection
04.4.2.0,refuse collection and disposal
04.4.2.0,recycling fees paid by households
04.4.3.1,Sewage collection through sewer systems
04.4.3.1,Payments for sewage collection through sewer systems to the sanitation or water provider or the municipality
04.4.3.1,Fees for sewage transport and disposal via sewer systems paid to the sanitation or water provider or the municipality
04.4.3.1,Charges for sewage disposal by means of sewer systems to the sanitation or water provider or the municipality
04.4.4.1,Charges for maintenance of multi-occupied buildings
04.4.4.1,Co-proprietor charges for caretaking in multi-occupied buildings
04.4.4.1,Co-proprietor charges for gardening in multi-occupied buildings
04.4.4.1,Co-proprietor charges for stairwell cleaning in multi-occupied buildings
04.4.4.1,Co-proprietor charges for heating in multi-occupied buildings
04.4.4.1,Co-proprietor charges for lighting in multi-occupied buildings
04.4.4.1,Co-proprietor charges for maintenance of lifts in multi-occupied buildings
04.4.4.1,Co-proprietor charges for maintenance of refuse disposal chutes in multi-occupied buildings
04.4.4.1,Co-proprietor charges for pool cleaning in multi-occupied buildings
04.4.4.9,Other services related to the dwelling n.e.c.
04.4.4.9,Road and sidewalk cleaning
04.4.4.9,Chimney sweeping
04.4.4.9,Measurement of background radiation and the content of harmful substances inside the dwelling
04.4.4.9,Landscaping and cleaning of the dwelling's surrounding grounds
04.4.4.9,Snow removal
04.5.1.0,Electricity
04.5.1.0,"electricity from all sources (coal, solar, hydro, etc.)"
