code,title
01.1.6.3,nectarines
01.1.6.3,plums
01.1.6.3,sloes
01.1.6.4,"Berries, fresh"
01.1.6.4,currants
01.1.6.4,gooseberries
01.1.6.4,raspberries
01.1.6.4,blackberries
01.1.6.4,mulberries
01.1.6.4,loganberries
01.1.6.4,strawberries
01.1.6.5,"Other fruits, fresh"
01.1.6.5,grapes
01.1.6.5,kiwi fruits
01.1.6.5,cantaloupes
01.1.6.5,melons
01.1.6.5,watermelons
01.1.6.5,pomegranates
01.1.6.6,"Fruits, frozen"
01.1.6.6,"Fruits, frozen"
01.1.6.6,"Fruits cooked or uncooked, frozen, whether or not they contain added sugar or other sweetening matter"
01.1.6.7,"Fruits, dried and dehydrated"
01.1.6.7,raisins
01.1.6.7,prunes
01.1.6.7,dried apricots
01.1.6.7,dried coconuts
01.1.6.8,"Nuts, in shell or shelled"
01.1.6.8,almonds
01.1.6.8,cashew nuts
01.1.6.8,chestnuts
01.1.6.8,hazelnuts
01.1.6.8,pistachios
01.1.6.8,walnuts
01.1.6.8,brazil nuts
01.1.6.8,groundnuts
01.1.6.9,"Fruits and nuts, ground, and in other preparations"
01.1.6.9,fruit flour
01.1.6.9,nut flour
01.1.6.9,roasted nuts
01.1.6.9,salted nuts
01.1.6.9,canned fruit
01.1.6.9,homogenized fruit preparations
01.1.6.9,fruit pickles
01.1.6.9,groundnuts
01.1.6.9,other seeds
01.1.7.1,"Leafy or stem vegetables, fresh or chilled"
01.1.7.1,asparagus
01.1.7.1,cabbages
01.1.7.1,cauliflower
01.1.7.1,broccoli
01.1.7.1,lettuce
01.1.7.1,chicory
01.1.7.1,spinach
01.1.7.1,artichokes
01.1.7.2,"Fruit-bearing vegetables, fresh or chilled"
01.1.7.2,chilies
01.1.7.2,peppers
01.1.7.2,cucumbers
01.1.7.2,gherkins
01.1.7.2,eggplants
01.1.7.2,aubergines
01.1.7.2,tomatoes
01.1.7.2,pumpkins
01.1.7.2,squash
01.1.7.2,gourds
01.1.7.3,"Green leguminous vegetables, fresh or chilled"
01.1.7.3,beans
01.1.7.3,peas
01.1.7.3,broad beans
01.1.7.3,horsebeans
01.1.7.3,fava beans
01.1.7.3,soya beans
01.1.7.4,"Other vegetables, fresh or chilled"
01.1.7.4,carrots
01.1.7.4,turnips
01.1.7.4,garlic
01.1.7.4,onions
01.1.7.4,leeks
01.1.7.4,root vegetables
01.1.7.4,bulb vegetables
01.1.7.4,tuberous vegetables
01.1.7.4,mushrooms
01.1.7.4,truffles
01.1.7.4,seaweeds
01.1.7.4,aquatic plants
01.1.7.4,olives
01.1.7.4,other vegetables
01.1.7.4,mixtures of vegetables
01.1.7.5,"Tubers, plantains and cooking bananas, fresh or chilled"
01.1.7.5,tubers
01.1.7.5,plantains
01.1.7.5,cooking bananas
01.1.7.5,fresh potatoes
01.1.7.5,chilled potatoes
01.1.7.5,sweet potatoes
01.1.7.5,cassava
01.1.7.5,manioc
01.1.7.5,yucca
01.1.7.5,yams
01.1.7.5,taro
01.1.7.5,yautia
01.1.7.5,malanga
01.1.7.5,new cocoyam
01.1.7.5,ocumo
01.1.7.5,tannia
01.1.7.5,arrowroots
01.1.7.5,lotus roots
01.1.7.5,Jerusalem artichokes
01.1.7.5,topinambur
01.1.7.5,tacca
01.1.7.6,Pulses
01.1.7.6,common beans
01.1.7.6,other beans
01.1.7.6,broad beans
01.1.7.6,horsebeans
01.1.7.6,fava beans
01.1.7.6,chickpeas
01.1.7.6,lentils
01.1.7.6,peas
01.1.7.6,cowpeas
01.1.7.6,pigeon peas
01.1.7.6,bambara beans
01.1.7.6,mixtures of pulses
01.1.7.7,"Other vegetables, tubers, plantains and cooking bananas, dried and dehydrated"
01.1.7.7,dried soybeans
01.1.7.7,dried potatoes
01.1.7.7,dehydrated garlic and onions
01.1.7.7,dried and dehydrated plantains
01.1.7.7,dried and dehydrated cooking bananas
01.1.7.7,dried and dehydrated other vegetables
01.1.7.7,dried and dehydrated tubers
01.1.7.8,"Vegetables, tubers, plantains and cooking bananas, frozen"
01.1.7.8,frozen vegetables
01.1.7.8,frozen tubers
01.1.7.8,frozen plantains
01.1.7.8,frozen cooking bananas
01.1.7.9,"Vegetables, tubers, plantains, cooking bananas and pulses, ground, and in other preparations"
01.1.7.9,Vegetables
01.1.7.9,Tubers
01.1.7.9,Plantains
01.1.7.9,Cooking bananas
01.1.7.9,Pulses
01.1.7.9,Ground preparations of vegetables
01.1.7.9,Frozen preparations of vegetables
01.1.7.9,Salep
01.1.7.9,Flours of vegetables
01.1.7.9,Canned vegetables
01.1.7.9,Preserved olives
01.1.7.9,Vegetable flakes
01.1.7.9,Vegetable purees
01.1.7.9,Vegetable chips and crisps
01.1.7.9,Chipped potatoes
01.1.7.9,Vegetable concentrates
01.1.7.9,Homogenized preparations
01.1.7.9,Vegetable pickles
01.1.7.9,Soy meat
01.1.7.9,Soy burgers
01.1.7.9,Veggie burgers
01.1.7.9,Tofu
01.1.7.9,Tempeh
01.1.7.9,Meat substitutes made from vegetables and nuts
01.1.7.9,Kocho
01.1.7.9,Potato starch
01.1.7.9,Tapioca
01.1.7.9,Sago
01.1.7.9,Other starches
01.1.8.1,Cane sugar and beet sugar
01.1.8.1,"Cane sugar, raw"
01.1.8.1,"Cane sugar, refined"
01.1.8.1,"Cane sugar, powdered"
01.1.8.1,"Cane sugar, crystallized"
01.1.8.1,"Cane sugar, in lumps"
01.1.8.1,"Beet sugar, raw"
01.1.8.1,"Beet sugar, refined"
01.1.8.1,"Beet sugar, powdered"
01.1.8.1,"Beet sugar, crystallized"
01.1.8.1,"Beet sugar, in lumps"
01.1.8.2,Other sugars and sugar substitutes
01.1.8.2,coconut sugar
01.1.8.2,stevia
01.1.8.2,glucose
01.1.8.2,glucose syrup
01.1.8.2,fructose
01.1.8.2,fructose syrup
01.1.8.2,lactose
01.1.8.2,lactose syrup
01.1.8.2,invert sugar
01.1.8.2,artificial honey
01.1.8.2,saccharin
01.1.8.2,refined cane sugar with added flavouring
01.1.8.2,refined cane sugar with added colouring matter
01.1.8.2,refined beet sugar with added flavouring
01.1.8.2,refined beet sugar with added colouring matter
01.1.8.2,maple sugar
01.1.8.2,maple syrup
01.1.8.2,caramel
01.1.8.2,molasses
01.1.8.2,sugars and sugar syrups n.e.c.
01.1.8.3,"Jams, marmalades, fruit jellies, purées and pastes, and honey"
01.1.8.3,jams
01.1.8.3,marmalades
01.1.8.3,fruit jellies
01.1.8.3,purées
01.1.8.3,pastes
01.1.8.3,honey
01.1.8.3,lemon curd
01.1.8.3,other fruit curd
01.1.8.3,compotes
01.1.8.3,purees
01.1.8.4,"Nut purées, nut butters and nut pastes"
01.1.8.4,peanut butter
01.1.8.4,almond butter
01.1.8.4,cashew butter
01.1.8.4,hazelnut butter
01.1.8.4,macadamia nut butter
01.1.8.4,pecan butter
01.1.8.4,pistachio butter
01.1.8.4,walnut butter
01.1.8.5,"Chocolate, cocoa and cocoa-based food products"
01.1.8.5,cocoa
01.1.8.5,cocoa beans
01.1.8.5,cocoa powder
01.1.8.5,chocolate bars
01.1.8.5,chocolate slabs
01.1.8.5,chocolate-based foods
01.1.8.5,cocoa-based desserts
01.1.8.5,chocolate creams
01.1.8.5,chocolate spreads
01.1.8.5,chocolate-covered food products
01.1.8.6,"Ice, ice cream and sorbets"
01.1.8.6,ice cubes for drinks
01.1.8.6,ice cream
01.1.8.6,kulfi
01.1.8.6,sorbet
01.1.8.6,frozen yoghurt
01.1.8.6,ice pop
01.1.8.6,tofu ice cream
01.1.8.9,Other sugar confectionery and desserts n.e.c.
01.1.8.9,preserved vegetables with sugar
01.1.8.9,preserved fruit with sugar
01.1.8.9,preserved nuts with sugar
01.1.8.9,preserved fruit peels with sugar
01.1.8.9,preserved other parts of plants with sugar
01.1.8.9,chewing gum
01.1.8.9,toffees
01.1.8.9,lollies
01.1.8.9,candies
01.1.8.9,pastilles
01.1.8.9,white chocolate
01.1.8.9,other confectionery products
01.1.8.9,desserts n.e.c.
01.1.9.1,Ready-made food
01.1.9.1,"Precooked dishes containing stuffed pasta, rice or other cereals, such as couscous, including vegetables, meat, fish, cheese or other ingredients"
01.1.9.1,"Ready-to-eat dumplings, ravioli, noodles and similar dishes, including sauce"
01.1.9.1,"Ready-made dishes and meals based on precooked meat, meat substitutes or fish"
01.1.9.1,TV dinners
01.1.9.1,"Mixed salads and other prepared dishes and meals based on vegetables, pulses or potatoes and also including other ingredients, such as meat, fish and cheese"
01.1.9.1,"Sandwiches, pizzas, quiches, meat or fish pies, whether frozen or not"
01.1.9.1,"Omelettes, crepes and other food products based on eggs when precooked and served as a main dish"
01.1.9.1,Ready-made soups including dehydrated and instant soups and stews
01.1.9.1,"Other prepared ready-made dishes and meals, n.e.c."
01.1.9.1,Meal-kits
01.1.9.2,Baby food
01.1.9.2,"baby formula (powdered, condensed and evaporated milk for baby use)"
01.1.9.2,baby rice cereals
01.1.9.2,baby flours for baby food
01.1.9.2,homogenized baby food
01.1.9.3,"Salt, condiments and sauces"
01.1.9.3,salt
01.1.9.3,mustard
01.1.9.3,mayonnaise
01.1.9.3,ketchup
01.1.9.3,soy sauce
01.1.9.3,vinegar
01.1.9.3,coconut milk for cooking
01.1.9.3,condiments
01.1.9.3,sauces
01.1.9.3,seasonings
01.1.9.4,"Spices, culinary herbs and seeds"
01.1.9.4,pepper spice
01.1.9.4,pimento spice
01.1.9.4,ginger spice
01.1.9.4,parsley culinary herb
01.1.9.4,rosemary culinary herb
01.1.9.4,thyme culinary herb
01.1.9.4,poppy seed
01.1.9.4,sesame seed
01.1.9.4,linseed
01.1.9.9,Other food products n.e.c.
01.1.9.9,Sugarcane for juice extraction
01.1.9.9,Sugarcane as a snack
01.1.9.9,Prepared baking powders
01.1.9.9,Prepared yeasts
01.1.9.9,Broth
01.1.9.9,Stocks
01.1.9.9,Bouillon cubes
01.1.9.9,Soup bases
01.1.9.9,Agar-agar
01.1.9.9,Instant dessert preparations
01.1.9.9,Other ready-made food
01.1.9.9,Other food products
01.2.1.0,Fruit and vegetable juices
01.2.1.0,Fruit and vegetable juices
01.2.1.0,Unfermented fruit and vegetable juices without added alcohol
01.2.1.0,Fruit and vegetable juices with added sugar or other sweetening matter
01.2.1.0,Syrups of fruit and vegetables
01.2.1.0,Concentrates of fruit and vegetables
01.2.1.0,Powdered juices
01.2.2.0,Coffee and coffee substitutes
01.2.2.0,coffee
01.2.2.0,decaffeinated coffee
01.2.2.0,roasted coffee
01.2.2.0,ground coffee
01.2.2.0,instant coffee
01.2.2.0,coffee substitutes
01.2.2.0,coffee extracts
01.2.2.0,coffee essences
01.2.2.0,coffee concentrates
01.2.2.0,coffee-based beverage preparations
01.2.2.0,roasted chicory
01.2.2.0,roasted coffee substitutes
01.2.2.0,extracts of roasted chicory
01.2.2.0,essences of roasted chicory
01.2.2.0,concentrates of roasted chicory
01.2.4.0,Cocoa drinks
01.2.4.0,cocoa drinks
01.2.4.0,cocoa and chocolate-based drinks
01.2.5.0,Water
01.2.5.0,Mineral water
01.2.5.0,Spring water
01.2.5.0,Still water
01.2.5.0,Sparkling water
01.2.6.0,Soft drinks
01.2.6.0,soft drinks
01.2.6.0,sodas
01.2.6.0,lemonades
01.2.6.0,colas
01.2.6.0,sparkling juices
01.2.9.0,Other non-alcoholic beverages
01.2.9.0,flavoured water
01.2.9.0,energy drinks
01.2.9.0,energy supplements
01.2.9.0,protein powder
01.2.9.0,birch juice
01.2.9.0,birch sap
01.2.9.0,aloe vera juice
01.2.9.0,aloe vera drinks
01.2.9.0,syrups
01.2.9.0,concentrates
01.2.9.0,other non-alcoholic beverages
01.3.0.0,Services for processing primary goods for food and non-alcoholic beverages
01.3.0.0,cereal grinding services for flour production
01.3.0.0,oil pressing services
01.3.0.0,crushing and pressing services for the production of juices made from fruits and vegetables
01.3.0.0,"custom slaughtering of land animals, both domestic and wild, for food purposes"
02.1.1.0,Spirits and liquors
02.1.1.0,eaux de vie
02.1.1.0,liqueurs
02.1.1.0,mead
02.1.1.0,pomace brandies
02.1.1.0,pisco
02.1.1.0,grappa
02.1.1.0,marc
02.1.1.0,aperitifs
02.1.2.1,Wine from grapes
02.1.2.1,Wine from grapes
02.1.2.1,"Fortified wines, such as vermouth, sherry and port wine"
02.1.2.1,Champagne and other sparkling wines from grapes
02.1.2.1,Ice wine
02.1.2.1,Low-alcohol and non-alcoholic wine
02.1.2.1,Wine-based aperitifs
02.1.2.2,Wine from other sources
02.1.2.2,Wine from other sources
02.1.2.2,Ciders
02.1.2.2,Perrys
02.1.2.2,Sake
02.1.3.0,Beer
02.1.3.0,ale
02.1.3.0,lager
02.1.3.0,stout
02.1.3.0,porter
02.1.3.0,low-alcohol beer
02.1.3.0,non-alcoholic beer
02.1.9.0,Other alcoholic beverages
02.1.9.0,mixed alcohol-based drinks
02.1.9.0,soda water and mineral water-based mixed alcoholic drinks
02.1.9.0,alcopops
02.1.9.0,shandy
02.1.9.0,cola beer
02.1.9.0,radler
02.2.0.0,Alcohol production services
02.2.0.0,fruit and vegetable crushing and pressing services for the production of alcoholic beverages
02.2.0.0,distilling and fermentation services
02.2.0.0,brewing services
02.2.0.0,ageing and bottling services
02.3.0.1,Cigarettes
02.3.0.1,Cigarettes
02.3.0.1,"Cigarettes that are purchased in bars and restaurants, provided that a service charge is not applied"
02.3.0.2,Cigars
02.3.0.2,cigars
02.3.0.2,"cigars that are purchased in bars and restaurants, provided that a service charge is not applied"
02.3.0.9,Other tobacco products
02.3.0.9,pipe tobacco
02.3.0.9,chewing tobacco
02.3.0.9,hookah blends
02.3.0.9,snus
02.3.0.9,snuff
02.3.0.9,cigarette tobacco
02.3.0.9,tobacco leaf
02.3.0.9,cigarette papers
02.3.0.9,single-use filters
02.3.0.9,refills for electronic cigarettes
02.3.0.9,tobacco for shisha or hookah pipe
02.4.0.0,Narcotics
02.4.0.0,marijuana
02.4.0.0,opium
02.4.0.0,cocaine
02.4.0.0,betel leaves
02.4.0.0,betel nuts
02.4.0.0,cola nuts
02.4.0.0,kava
02.4.0.0,khat
02.4.0.0,psilocybin mushroom
03.1.1.0,Clothing materials
03.1.1.0,Clothing materials of natural fibres
03.1.1.0,Clothing materials of synthetic fibres
03.1.1.0,Clothing materials of mixed fibres
03.1.1.0,Leather
03.1.1.0,Fur
03.1.1.0,Fusible webbing
03.1.1.0,Wadding
03.1.1.0,Felt filling for making wearing apparel
03.1.2.1,Garments for men or boys
03.1.2.1,Capes for men or boys
03.1.2.1,Overcoats for men or boys
03.1.2.1,Raincoats for men or boys
03.1.2.1,Anoraks for men or boys
03.1.2.1,Parkas for men or boys
03.1.2.1,Jackets for men or boys
03.1.2.1,Trousers for men or boys
03.1.2.1,Waistcoats for men or boys
03.1.2.1,Suits for men or boys
03.1.2.1,Costumes for men or boys
03.1.2.1,Shirts for men or boys
03.1.2.1,Pullovers for men or boys
03.1.2.1,Sweaters for men or boys
03.1.2.1,Cardigans for men or boys
03.1.2.1,Shorts for men or boys
03.1.2.1,Swimsuits for men or boys
03.1.2.1,Tracksuits for men or boys
03.1.2.1,Jogging suits for men or boys
03.1.2.1,Sweatshirts for men or boys
03.1.2.1,T-shirts for men or boys
03.1.2.1,Leotards for men or boys
03.1.2.1,Traditional garments for men or boys
03.1.2.1,Vests for men or boys
03.1.2.1,Underpants for men or boys
03.1.2.1,Socks for men or boys
03.1.2.1,Pyjamas for men or boys
03.1.2.1,Dressing gowns for men or boys
03.1.2.1,Bathrobes for men or boys
03.1.2.2,Garments for women or girls
03.1.2.2,Capes for women or girls
03.1.2.2,Overcoats for women or girls
03.1.2.2,Raincoats for women or girls
03.1.2.2,Anoraks for women or girls
03.1.2.2,Parkas for women or girls
03.1.2.2,Blousons for women or girls
03.1.2.2,Jackets for women or girls
03.1.2.2,Trousers for women or girls
03.1.2.2,Waistcoats for women or girls
03.1.2.2,Suits for women or girls
03.1.2.2,Costumes for women or girls
03.1.2.2,Dresses for women or girls
03.1.2.2,Skirts for women or girls
03.1.2.2,Shirts for women or girls
03.1.2.2,Blouses for women or girls
03.1.2.2,Pullovers for women or girls
03.1.2.2,Sweaters for women or girls
