code,title
01.1.2.4,Frozen blood of slaughtered animals
01.1.2.4,Dried blood of slaughtered animals
01.1.2.4,Salted blood of slaughtered animals
01.1.2.4,Blood of slaughtered animals in brine
01.1.2.4,Smoked blood of slaughtered animals
01.1.2.4,Fresh bones of slaughtered animals
01.1.2.4,Chilled bones of slaughtered animals
01.1.2.4,Frozen bones of slaughtered animals
01.1.2.4,Dried bones of slaughtered animals
01.1.2.4,Salted bones of slaughtered animals
01.1.2.4,Bones of slaughtered animals in brine
01.1.2.4,Smoked bones of slaughtered animals
01.1.2.4,Fresh pork heads
01.1.2.4,Chilled pork heads
01.1.2.4,Frozen pork heads
01.1.2.4,Dried pork heads
01.1.2.4,Salted pork heads
01.1.2.4,Pork heads in brine
01.1.2.4,Smoked pork heads
01.1.2.4,Fresh pork tails
01.1.2.4,Chilled pork tails
01.1.2.4,Frozen pork tails
01.1.2.4,Dried pork tails
01.1.2.4,Salted pork tails
01.1.2.4,Pork tails in brine
01.1.2.4,Smoked pork tails
01.1.2.4,Fresh pork ears
01.1.2.4,Chilled pork ears
01.1.2.4,Frozen pork ears
01.1.2.4,Dried pork ears
01.1.2.4,Salted pork ears
01.1.2.4,Pork ears in brine
01.1.2.4,Smoked pork ears
01.1.2.4,Fresh chicken feet
01.1.2.4,Chilled chicken feet
01.1.2.4,Frozen chicken feet
01.1.2.4,Dried chicken feet
01.1.2.4,Salted chicken feet
01.1.2.4,Chicken feet in brine
01.1.2.4,Smoked chicken feet
01.1.2.5,"Preparations of meat, offal, blood and other parts of slaughtered animals"
01.1.2.5,Sausages
01.1.2.5,Marinated Meat
01.1.2.5,Canned Meat
01.1.2.5,Meat Extracts
01.1.2.5,Meat Juices
01.1.2.5,Minced Meat Mix from Different Types of Meat
01.1.2.5,Liver Pate
01.1.2.5,Other Types of Pate
01.1.2.5,Breaded Meat
01.1.3.1,"Fish, live, fresh, chilled or frozen"
01.1.3.1,"fish, live, purchased as food"
01.1.3.1,"fish, fresh"
01.1.3.1,"fish, chilled"
01.1.3.1,"fish, frozen"
01.1.3.1,"fish fillets, fresh"
01.1.3.1,"fish fillets, chilled"
01.1.3.1,"fish fillets, frozen"
01.1.3.1,"fish meat, minced, fresh"
01.1.3.1,"fish meat, minced, chilled"
01.1.3.1,"fish meat, minced, frozen"
01.1.3.1,"fish meat, not minced, fresh"
01.1.3.1,"fish meat, not minced, chilled"
01.1.3.1,"fish meat, not minced, frozen"
01.1.3.2,"Fish, dried, salted, in brine or smoked"
01.1.3.2,Fish fillets dried
01.1.3.2,Fish fillets salted
01.1.3.2,Fish fillets in brine
01.1.3.2,Fish fillets smoked
01.1.3.2,Fish meat dried
01.1.3.2,Fish meat salted
01.1.3.2,Fish meat in brine
01.1.3.2,Fish meat smoked
01.1.3.3,Fish preparations
01.1.3.3,"Prepared foodstuffs consisting of fish, whether frozen or not."
01.1.3.3,"Fillets covered only with batter, whether or not frozen"
01.1.3.3,"Fillets covered only with breadcrumbs, whether or not frozen"
01.1.3.3,Canned fish
01.1.3.3,Surimi
01.1.3.3,Imitation crabmeat
01.1.3.4,"Other seafood, live, fresh, chilled or frozen"
01.1.3.4,"crabs, live, fresh, chilled or frozen"
01.1.3.4,"lobsters, live, fresh, chilled or frozen"
01.1.3.4,"crayfish, live, fresh, chilled or frozen"
01.1.3.4,"krill, live, fresh, chilled or frozen"
01.1.3.4,"sea spiders, live, fresh, chilled or frozen"
01.1.3.4,"shrimp, live, fresh, chilled or frozen"
01.1.3.4,"prawns, live, fresh, chilled or frozen"
01.1.3.4,"cuttlefish, live, fresh, chilled or frozen"
01.1.3.4,"squid, live, fresh, chilled or frozen"
01.1.3.4,"octopuses, live, fresh, chilled or frozen"
01.1.3.4,"sea snails, live, fresh, chilled or frozen"
01.1.3.4,"abalone, live, fresh, chilled or frozen"
01.1.3.4,"oysters, live, fresh, chilled or frozen"
01.1.3.4,"scallops, live, fresh, chilled or frozen"
01.1.3.4,"mussels, live, fresh, chilled or frozen"
01.1.3.4,"clams, live, fresh, chilled or frozen"
01.1.3.4,"cockles, live, fresh, chilled or frozen"
01.1.3.4,"ark shells, live, fresh, chilled or frozen"
01.1.3.4,"sea urchins, live, fresh, chilled or frozen"
01.1.3.4,"beche-de-mer (sea cucumbers), live, fresh, chilled or frozen"
01.1.3.4,"jellyfish, live, fresh, chilled or frozen"
01.1.3.5,"Other seafood, dried, salted, in brine or smoked"
01.1.3.5,Dried seafood
01.1.3.5,Salted seafood
01.1.3.5,Seafood in brine
01.1.3.5,Smoked seafood
01.1.3.6,Other seafood preparations
01.1.3.6,"Prepared foodstuffs consisting of other seafood as listed in subclass 01.1.3.4, frozen"
01.1.3.6,"Prepared foodstuffs consisting of other seafood as listed in subclass 01.1.3.4, not frozen"
01.1.3.7,"Livers, roes and other offal of fish and of other seafood in all forms"
01.1.3.7,Livers of fish in fresh form
01.1.3.7,Livers of fish in chilled form
01.1.3.7,Livers of fish in frozen form
01.1.3.7,Livers of fish in dried form
01.1.3.7,Livers of fish in salted form
01.1.3.7,Livers of fish in brine form
01.1.3.7,Livers of fish in smoked form
01.1.3.7,Livers of fish in prepared form
01.1.3.7,Livers of fish in preserved form
01.1.3.7,Roes of fish in fresh form
01.1.3.7,Roes of fish in chilled form
01.1.3.7,Roes of fish in frozen form
01.1.3.7,Roes of fish in dried form
01.1.3.7,Roes of fish in salted form
01.1.3.7,Roes of fish in brine form
01.1.3.7,Roes of fish in smoked form
01.1.3.7,Roes of fish in prepared form
01.1.3.7,Roes of fish in preserved form
01.1.3.7,Fins of fish in meal form
01.1.3.7,Fins of fish in fresh form
01.1.3.7,Fins of fish in chilled form
01.1.3.7,Fins of fish in frozen form
01.1.3.7,Fins of fish in dried form
01.1.3.7,Fins of fish in salted form
01.1.3.7,Fins of fish in brine form
01.1.3.7,Fins of fish in smoked form
01.1.3.7,Fins of fish in prepared form
01.1.3.7,Fins of fish in preserved form
01.1.3.7,Maws of fish in meal form
01.1.3.7,Maws of fish in fresh form
01.1.3.7,Maws of fish in chilled form
01.1.3.7,Maws of fish in frozen form
01.1.3.7,Maws of fish in dried form
01.1.3.7,Maws of fish in salted form
01.1.3.7,Maws of fish in brine form
01.1.3.7,Maws of fish in smoked form
01.1.3.7,Maws of fish in prepared form
01.1.3.7,Maws of fish in preserved form
01.1.3.7,Livers of seafood in fresh form
01.1.3.7,Livers of seafood in chilled form
01.1.3.7,Livers of seafood in frozen form
01.1.3.7,Livers of seafood in dried form
01.1.3.7,Livers of seafood in salted form
01.1.3.7,Livers of seafood in brine form
01.1.3.7,Livers of seafood in smoked form
01.1.3.7,Livers of seafood in prepared form
01.1.3.7,Livers of seafood in preserved form
01.1.3.7,Roes of seafood in fresh form
01.1.3.7,Roes of seafood in chilled form
01.1.3.7,Roes of seafood in frozen form
01.1.3.7,Roes of seafood in dried form
01.1.3.7,Roes of seafood in salted form
01.1.3.7,Roes of seafood in brine form
01.1.3.7,Roes of seafood in smoked form
01.1.3.7,Roes of seafood in prepared form
01.1.3.7,Roes of seafood in preserved form
01.1.4.1,Raw and whole milk
01.1.4.1,Raw milk of cattle
01.1.4.1,Whole milk of cattle
01.1.4.1,Raw milk of buffaloes
01.1.4.1,Whole milk of buffaloes
01.1.4.1,Raw milk of sheep
01.1.4.1,Whole milk of sheep
01.1.4.1,Raw milk of goats
01.1.4.1,Whole milk of goats
01.1.4.1,Raw milk of camels
01.1.4.1,Whole milk of camels
01.1.4.1,Fresh raw milk
01.1.4.1,Pasteurized raw milk
01.1.4.1,Sterilized (UHT) raw milk
01.1.4.1,Reconstituted raw milk
01.1.4.1,Fresh whole milk
01.1.4.1,Pasteurized whole milk
01.1.4.1,Sterilized (UHT) whole milk
01.1.4.1,Reconstituted whole milk
01.1.4.2,Skimmed milk
01.1.4.2,Skimmed milk of cattle
01.1.4.2,Skimmed milk of buffaloes
01.1.4.2,Skimmed milk of sheep
01.1.4.2,Skimmed milk of goats
01.1.4.2,Skimmed milk of camels
01.1.4.2,Semi-skimmed milk of cattle
01.1.4.2,Semi-skimmed milk of buffaloes
01.1.4.2,Semi-skimmed milk of sheep
01.1.4.2,Semi-skimmed milk of goats
01.1.4.2,Semi-skimmed milk of camels
01.1.4.3,Other milk and cream
01.1.4.3,Powdered whole milk from all animals
01.1.4.3,Powdered skimmed milk from all animals
01.1.4.3,Evaporated milk from all animals
01.1.4.3,Condensed milk from all animals
01.1.4.3,Fresh cream from all animals
01.1.4.3,Clotted cream from all animals
01.1.4.3,Thickened cream from all animals
01.1.4.3,Whipped cream from all animals
01.1.4.3,Baked milk from all animals
01.1.4.4,Non-animal milk
01.1.4.4,Almond milk
01.1.4.4,Coconut milk for drinking
01.1.4.4,Oat milk
01.1.4.4,Rice milk
01.1.4.4,Soy milk
01.1.4.4,Milk from nuts
01.1.4.4,Milk from vegetables
01.1.4.5,Cheese
01.1.4.5,Fresh cheese from animal milk
01.1.4.5,Fresh cheese from non-animal milk
01.1.4.5,Hard cheese from animal milk
01.1.4.5,Hard cheese from non-animal milk
01.1.4.5,Semi-hard cheese from animal milk
01.1.4.5,Semi-hard cheese from non-animal milk
01.1.4.5,Blue cheese from animal milk
01.1.4.5,Blue cheese from non-animal milk
01.1.4.5,Cottage cheese from animal milk
01.1.4.5,Cottage cheese from non-animal milk
01.1.4.5,Curd from animal milk
01.1.4.5,Curd from non-animal milk
01.1.4.6,Yoghurt and similar products
01.1.4.6,Yoghurt
01.1.4.6,Buttermilk
01.1.4.6,Fermented dairy products
01.1.4.6,Curdled milk
01.1.4.6,Curdled cream
01.1.4.6,Kefir
01.1.4.6,Fermented milk with added sugar
01.1.4.6,Fermented milk with other sweetening matter
01.1.4.6,Fermented milk flavoured
01.1.4.6,Fermented milk with added fruits
01.1.4.6,Fermented milk with added nuts
01.1.4.6,Fermented milk with added cocoa
01.1.4.6,Acidified milk with added sugar
01.1.4.6,Acidified milk with other sweetening matter
01.1.4.6,Acidified milk flavoured
01.1.4.6,Acidified milk with added fruits
01.1.4.6,Acidified milk with added nuts
01.1.4.6,Acidified milk with added cocoa
01.1.4.6,Concentrated fermented milk
01.1.4.6,Concentrated fermented milk with added sugar
01.1.4.6,Concentrated fermented milk with other sweetening matter
01.1.4.6,Concentrated fermented milk flavoured
01.1.4.6,Concentrated fermented milk with added fruits
01.1.4.6,Concentrated fermented milk with added nuts
01.1.4.6,Concentrated fermented milk with added cocoa
01.1.4.6,Concentrated acidified milk with added sugar
01.1.4.6,Concentrated acidified milk with other sweetening matter
01.1.4.6,Concentrated acidified milk flavoured
01.1.4.6,Concentrated acidified milk with added fruits
01.1.4.6,Concentrated acidified milk with added nuts
01.1.4.6,Concentrated acidified milk with added cocoa
01.1.4.6,Coconut yoghurt
01.1.4.6,Soy yoghurt
01.1.4.7,Milk-based dessert and beverages
01.1.4.7,milk-based desserts containing milk of animal origin
01.1.4.7,milk-based desserts containing milk of non-animal origin
01.1.4.7,milk-based beverages containing milk of animal origin flavoured with cocoa
01.1.4.7,milk-based beverages containing milk of animal origin flavoured with coffee
01.1.4.7,milk-based beverages containing milk of animal origin flavoured with other substances
01.1.4.7,milk-based beverages containing milk of non-animal origin flavoured with cocoa
01.1.4.7,milk-based beverages containing milk of non-animal origin flavoured with coffee
01.1.4.7,milk-based beverages containing milk of non-animal origin flavoured with other substances
01.1.4.7,milk-based puddings containing milk of animal origin
01.1.4.7,milk-based puddings containing milk of non-animal origin
01.1.4.7,panna cotta
01.1.4.7,creme brulee
01.1.4.7,crema catalana
01.1.4.8,Eggs
01.1.4.8,"hens eggs in shell, fresh"
01.1.4.8,"eggs of other birds in shell, fresh"
01.1.4.8,"turtle eggs in shell, fresh"
01.1.4.8,"eggs whether in shell or not, preserved"
01.1.4.8,"eggs whether in shell or not, cooked"
01.1.4.8,"egg yolks, fresh"
01.1.4.8,"egg yolks, preserved"
01.1.4.8,egg albumen
01.1.4.9,Other dairy products
01.1.4.9,whey
01.1.4.9,casein
01.1.4.9,cream
01.1.4.9,concentrated cream
01.1.4.9,cream containing added sugar
01.1.4.9,cream containing other sweeteners
01.1.4.9,cream powder
01.1.4.9,milk constituents
01.1.4.9,milk protein concentrates
01.1.4.9,products obtained from whey
01.1.5.1,Vegetable oils
01.1.5.1,sunflower seed oil
01.1.5.1,safflower oil
01.1.5.1,palm oil
01.1.5.1,olive oil
01.1.5.1,soya bean oil
01.1.5.1,groundnut oil
01.1.5.1,rapeseed oil
01.1.5.1,colza oil
01.1.5.1,mustard oil
01.1.5.1,corn oil
01.1.5.1,cotton oil
01.1.5.1,coconut oil
01.1.5.1,avocado oil
01.1.5.1,rice bran oil
01.1.5.2,Butter and other oils and fats derived from milk
01.1.5.2,butter
01.1.5.2,butter oil
01.1.5.2,ghee
01.1.5.3,Margarine and similar preparations
01.1.5.3,Margarine
01.1.5.3,Diet margarine
01.1.5.9,Other animal oils and fats
01.1.5.9,pig fat
01.1.5.9,lard
01.1.5.9,lard with leaves
01.1.5.9,lard with other spices
01.1.5.9,fat from cattle
01.1.5.9,fat from buffaloes
01.1.5.9,fat from sheep
01.1.5.9,fat from goats
01.1.5.9,fat from poultry
01.1.5.9,greaves fat
01.1.5.9,oils from fish
01.1.5.9,fats from fish
01.1.6.1,"Dates, figs and tropical fruits, fresh"
01.1.6.1,"Dates, fresh"
01.1.6.1,"Figs, fresh"
01.1.6.1,"Avocados, fresh"
01.1.6.1,"Sweet bananas, fresh"
01.1.6.1,"Dessert bananas, fresh"
01.1.6.1,"Mangoes, fresh"
01.1.6.1,"Guavas, fresh"
01.1.6.1,"Mangosteens, fresh"
01.1.6.1,"Papayas, fresh"
01.1.6.1,"Pineapples, fresh"
01.1.6.1,"Coconuts, fresh"
01.1.6.1,"Breadfruits, fresh"
01.1.6.1,"Cashew apples, fresh"
01.1.6.1,"Cherimoyas, fresh"
01.1.6.1,"Durians, fresh"
01.1.6.1,"Jackfruits, fresh"
01.1.6.1,"Mamey apples, fresh"
01.1.6.1,"Sapodillas, fresh"
01.1.6.1,"Sapotes, fresh"
01.1.6.1,"Soursops, fresh"
01.1.6.2,"Citrus fruits, fresh"
01.1.6.2,fresh oranges
01.1.6.2,fresh pomelos
01.1.6.2,fresh grapefruits
01.1.6.2,fresh lemons
01.1.6.2,fresh limes
01.1.6.2,fresh tangerines
01.1.6.2,fresh mandarins
01.1.6.2,fresh clementines
01.1.6.3,"Stone fruits and pome fruits, fresh"
01.1.6.3,"apples, fresh"
01.1.6.3,"pears, fresh"
01.1.6.3,"quinces, fresh"
01.1.6.3,"apricots, fresh"
01.1.6.3,"cherries, fresh"
01.1.6.3,"sour cherries, fresh"
01.1.6.3,"peaches, fresh"
01.1.6.3,"nectarines, fresh"
01.1.6.3,"plums, fresh"
01.1.6.3,"sloes, fresh"
01.1.6.4,"Berries, fresh"
01.1.6.4,Fresh currants
01.1.6.4,Fresh gooseberries
01.1.6.4,Fresh raspberries
01.1.6.4,Fresh blackberries
01.1.6.4,Fresh mulberries
01.1.6.4,Fresh loganberries
01.1.6.4,Fresh strawberries
01.1.6.5,"Other fruits, fresh"
01.1.6.5,"grapes, fresh"
01.1.6.5,"kiwi fruits, fresh"
01.1.6.5,"cantaloupes, fresh"
01.1.6.5,"other melons, fresh"
01.1.6.5,"watermelons, fresh"
01.1.6.5,"pomegranates, fresh"
01.1.6.6,"Fruits, frozen"
01.1.6.6,"Fruits, frozen, without added sugar"
01.1.6.6,"Fruits, frozen, with added sugar"
01.1.6.6,"Fruits, frozen, with other sweetening matter"
01.1.6.6,"Fruits, cooked, frozen, without added sugar"
01.1.6.6,"Fruits, cooked, frozen, with added sugar"
01.1.6.6,"Fruits, cooked, frozen, with other sweetening matter"
01.1.6.6,"Fruits, uncooked, frozen, without added sugar"
01.1.6.6,"Fruits, uncooked, frozen, with added sugar"
01.1.6.6,"Fruits, uncooked, frozen, with other sweetening matter"
01.1.6.7,"Fruits, dried and dehydrated"
01.1.6.7,raisins 
01.1.6.7,prunes 
01.1.6.7,dried apricots 
01.1.6.7,dried coconuts 
01.1.6.8,"Nuts, in shell or shelled"
01.1.6.8,Almonds in shell
01.1.6.8,Almonds shelled
01.1.6.8,Cashew nuts in shell
01.1.6.8,Cashew nuts shelled
01.1.6.8,Chestnuts in shell
01.1.6.8,Chestnuts shelled
01.1.6.8,Hazelnuts in shell
01.1.6.8,Hazelnuts shelled
01.1.6.8,Pistachios in shell
01.1.6.8,Pistachios shelled
01.1.6.8,Walnuts in shell
01.1.6.8,Walnuts shelled
01.1.6.8,Brazil nuts in shell
01.1.6.8,Brazil nuts shelled
01.1.6.8,Groundnuts in shell
01.1.6.8,Groundnuts shelled
01.1.6.9,"Fruits and nuts, ground, and in other preparations"
01.1.6.9,Fruit flour
01.1.6.9,Nut flour
01.1.6.9,Roasted nuts
01.1.6.9,Roasted groundnuts
01.1.6.9,Roasted other seeds
01.1.6.9,Salted nuts
01.1.6.9,Salted groundnuts
01.1.6.9,Salted other seeds
01.1.6.9,Otherwise prepared nuts
01.1.6.9,Otherwise prepared groundnuts
01.1.6.9,Otherwise prepared other seeds
01.1.6.9,Canned fruit
01.1.6.9,Homogenized fruit preparations
01.1.6.9,Fruit pickles
01.1.6.9,Frozen fruit and nut preparations
01.1.6.9,Non-frozen fruit and nut preparations
01.1.7.1,"Leafy or stem vegetables, fresh or chilled"
01.1.7.1,"Asparagus, fresh or chilled"
01.1.7.1,"Cabbages, fresh or chilled"
01.1.7.1,"Cauliflower, fresh or chilled"
01.1.7.1,"Broccoli, fresh or chilled"
01.1.7.1,"Lettuce, fresh or chilled"
01.1.7.1,"Chicory, fresh or chilled"
01.1.7.1,"Spinach, fresh or chilled"
01.1.7.1,"Artichokes, fresh or chilled"
01.1.7.2,"Fruit-bearing vegetables, fresh or chilled"
01.1.7.2,"Fruit-bearing vegetables, fresh"
01.1.7.2,"Fruit-bearing vegetables, chilled"
01.1.7.2,chilies
01.1.7.2,peppers
01.1.7.2,cucumbers
01.1.7.2,gherkins
01.1.7.2,eggplants
01.1.7.2,aubergines
01.1.7.2,tomatoes
01.1.7.2,pumpkins
01.1.7.2,squash
01.1.7.2,gourds
01.1.7.3,"Green leguminous vegetables, fresh or chilled"
01.1.7.3,"Green beans, fresh"
01.1.7.3,"Green beans, chilled"
01.1.7.3,"Green peas, fresh"
01.1.7.3,"Green peas, chilled"
01.1.7.3,"Green broad beans, fresh, also known as fava beans"
01.1.7.3,"Green broad beans, chilled, also known as fava beans"
01.1.7.3,"Green horsebeans, fresh, also known as fava beans"
01.1.7.3,"Green horsebeans, chilled, also known as fava beans"
01.1.7.3,"Green soya beans, fresh"
01.1.7.3,"Green soya beans, chilled"
01.1.7.4,"Other vegetables, fresh or chilled"
01.1.7.4,"carrots, fresh or chilled"
01.1.7.4,"turnips, fresh or chilled"
01.1.7.4,"garlic, fresh or chilled"
01.1.7.4,"onions, fresh or chilled"
01.1.7.4,"leeks, fresh or chilled"
01.1.7.4,"alliaceous vegetables, fresh or chilled"
