code,title
01.1.7.9,homogenized preparations
01.1.7.9,vegetable pickles
01.1.7.9,soy meat and soy burgers
01.1.7.9,veggie burgers
01.1.7.9,tofu
01.1.7.9,tempeh
01.1.7.9,other meat substitutes made from vegetables and nuts
01.1.7.9,kocho (a flatbread made from the starch obtained from the fermentation of the green leaf sheaths green leaf sheaths of the enset plant)
01.1.7.9,potato starch
01.1.7.9,tapioca
01.1.7.9,sago
01.1.7.9,other starches
01.1.8.5,"Chocolate, cocoa and cocoa-based food products"
01.1.8.5,Cocoa beans
01.1.8.5,Cocoa powder
01.1.8.5,Chocolate bars
01.1.8.5,Chocolate slabs
01.1.8.5,Cocoa-based foods
01.1.8.5,Cocoa-based desserts
01.1.8.5,Chocolate-based creams
01.1.8.5,Chocolate-based spreads
01.1.8.5,Chocolate-covered food products (excluding white chocolate)
01.1.8.6,"Ice, ice cream and sorbets"
01.1.8.6,Ice cubes for drinks
01.1.8.6,Ice cream
01.1.8.6,Kulfi
01.1.8.6,Sorbet
01.1.8.6,Frozen yoghurt
01.1.8.6,Ice pop
01.1.8.6,Tofu ice cream
01.1.9.1,Ready-made food
01.1.9.1,"Stuffed pasta dishes (e.g. ravioli, cannelloni)"
01.1.9.1,"Precooked meat, fish, or meat substitute dishes"
01.1.9.1,TV dinners
01.1.9.1,"Mixed vegetable, pulse, or potato salads"
01.1.9.1,"Sandwiches, pizzas, quiches, meat or fish pies"
01.1.9.1,"Precooked omelettes, crepes, and egg-based dishes"
01.1.9.1,Ready-made soups (including dehydrated and instant)
01.1.9.1,Meal-kits
01.1.9.2,Baby food
01.1.9.2,"Baby formula (powdered, condensed and evaporated milk for baby use)"
01.1.9.2,Baby rice cereals and flours for baby food
01.1.9.2,Homogenized baby food
01.1.9.2,Baby food jars
01.1.9.2,Baby fruit purees
01.1.9.2,Baby vegetable purees
01.1.9.2,Baby meat purees
01.1.9.2,Baby cereal bars
01.1.9.2,Baby teething biscuits
01.1.9.2,Baby puffs
01.1.9.4,"Spices, culinary herbs and seeds"
01.1.9.4,Black pepper
01.1.9.4,Pimento
01.1.9.4,Ginger
01.1.9.4,Parsley
01.1.9.4,Rosemary
01.1.9.4,Thyme
01.1.9.4,Poppy seed
01.1.9.4,Sesame seed
01.1.9.4,Linseed
01.2.2.0,Coffee and coffee substitutes
01.2.2.0,"Coffee, decaffeinated"
01.2.2.0,Ground coffee
01.2.2.0,Instant coffee
01.2.2.0,Coffee substitutes
01.2.2.0,Coffee extracts
01.2.2.0,Coffee essences
01.2.2.0,Coffee concentrates
01.2.2.0,Coffee-based beverage preparations
01.2.2.0,Roasted chicory
01.2.2.0,Other roasted coffee substitutes
01.2.2.0,Extracts of roasted coffee substitutes
01.2.2.0,Essences of roasted coffee substitutes
01.2.2.0,Concentrates of roasted coffee substitutes
02.1.1.0,Spirits and liquors
02.1.1.0,Eaux de vie
02.1.1.0,Liqueurs
02.1.1.0,High proof spirits
02.1.1.0,Mead
02.1.1.0,"Pomace brandies (e.g. pisco, grappa, marc)"
02.1.1.0,Aperitifs (non wine-based)
02.1.2.2,Wine from other sources
02.1.2.2,Cider
02.1.2.2,Perry
02.1.2.2,Sake
02.4.0.0,Narcotics
02.4.0.0,Marijuana
02.4.0.0,Opium
02.4.0.0,Cocaine
02.4.0.0,Betel leaves
02.4.0.0,Betel nuts
02.4.0.0,Cola nuts
02.4.0.0,Kava
02.4.0.0,Khat
02.4.0.0,Psilocybin mushroom
02.4.0.0,Synthetic drugs
03.1.2.1,Garments for men or boys
03.1.2.1,"capes, overcoats, raincoats, anoraks, parkas, jackets, trousers, waistcoats, suits, costumes, etc."
03.1.2.1,"shirts, pullovers, sweaters, cardigans, shorts, swimsuits, tracksuits, jogging suits, sweatshirts, T-shirts, leotards, etc."
03.1.2.1,traditional garments
03.1.2.1,"vests, underpants, socks, etc."
03.1.2.1,"pyjamas, dressing gowns, bathrobes, etc."
03.1.2.2,Garments for women or girls
03.1.2.2,"capes, overcoats, raincoats, anoraks, parkas, blousons, jackets, trousers, waistcoats, suits, costumes, dresses, skirts, shirts, blouses, pullovers, sweaters, cardigans, shorts, swimsuits, tracksuits, jogging suits, sweatshirts, t-shirts, leotards, traditional garments, vests, underpants, socks, stockings, tights, petticoats, brassieres, knickers, slips, girdles, corsets, body stockings, pyjamas, nightshirts, nightdresses, housecoats, dressing gowns, bathrobes"
03.1.3.1,Other articles of clothing
03.1.3.1,ties
03.1.3.1,handkerchiefs
03.1.3.1,scarves
03.1.3.1,gloves
03.1.3.1,mittens
03.1.3.1,muffs
03.1.3.1,belts
03.1.3.1,braces
03.1.3.1,aprons
03.1.3.1,smocks
03.1.3.1,bibs
03.1.3.1,sleeve protectors
03.1.3.1,hats
03.1.3.1,caps
03.1.3.1,berets
03.1.3.1,bonnets
03.1.4.2,"Repair, tailoring and hire of clothing"
03.1.4.2,Darning and mending services
03.1.4.2,Tailoring (customer-supplied material)
03.1.4.2,Garment alterations
03.1.4.2,Garment hire
03.1.4.2,Clothing repairs (excluding made-to-measure)
03.2.1.2,Footwear for women
03.2.1.2,Women's ready-to-wear shoes
03.2.1.2,Made-to-measure footwear for women
03.2.1.2,Gaiters for women
03.2.1.2,Shoelaces
03.2.1.2,Heels
03.2.1.2,Soles
03.2.1.2,Jogging shoes for women
03.2.1.2,Cross-training shoes for women
03.2.1.2,Tennis shoes for women
03.2.1.2,Basketball shoes for women
03.2.1.2,Boating shoes for women
03.2.1.3,Footwear for infants and children
03.2.1.3,Baby booties (fabric or sheepskin)
03.2.1.3,Infant and children's ready-to-wear footwear
03.2.1.3,Made-to-measure footwear for children
03.2.1.3,Gaiters for infants and children
03.2.1.3,Shoelaces
03.2.1.3,Footwear heels
03.2.1.3,Footwear soles
03.2.1.3,Footwear parts for DIY repair
03.2.1.3,"Sports footwear for everyday or leisure wear (jogging, cross-training, tennis, basketball, boating, etc.)"
03.2.2.0,"Cleaning, repair and hire of footwear"
03.2.2.0,Shoe repair
03.2.2.0,Shoe cleaning
03.2.2.0,Dyeing of shoes
03.2.2.0,Footwear hire
04.1.1.0,Actual rental payments made by tenants for main residence
04.1.1.0,Apartment rent
04.1.1.0,House rent
04.1.1.0,Room rental in a hotel
04.1.1.0,Room rental in a boarding house
04.1.1.0,"Tenant-paid utilities (electricity, water, etc.)"
04.1.2.1,Actual rental payments made by tenants for secondary residences
04.1.2.1,Airbnb rental
04.1.2.1,Vacation home rental
04.1.2.1,Cottage rental
04.1.2.1,Seasonal rental
04.1.2.1,Ski chalet rental
04.1.2.1,Beach house rental
04.1.2.1,Holiday apartment rental
04.1.2.1,Second home rental
04.1.2.1,Farmhouse rental
04.1.2.1,Townhouse rental
04.1.2.2,Garage rental payments and other rental payments made by tenants
04.1.2.2,Garage rentals
04.1.2.2,Self-storage unit rentals
04.1.2.2,Parking space rentals in connection with a dwelling
04.2.1.0,Imputed rental payments of owner-occupiers for their main residence
04.2.1.0,Mortgage payments
04.2.1.0,Property taxes
04.2.1.0,Home insurance
04.2.1.0,Maintenance and repairs
04.2.1.0,Utilities
04.3.1.1,Materials for the maintenance and repair of the dwelling
04.3.1.1,paints and varnishes
04.3.1.1,renderings
04.3.1.1,wallpapers
04.3.1.1,fabric wall coverings
04.3.1.1,windowpanes
04.3.1.1,plaster
04.3.1.1,cement
04.3.1.1,putty
04.3.1.1,wallpaper pastes
04.3.1.1,"small plumbing items (pipes, taps, joints, etc.)"
04.3.1.1,"surfacing materials (floorboards, ceramic tiles, etc.)"
04.3.1.1,"brushes and scrapers for paint, varnish and wallpaper"
04.3.1.1,fitted carpets
04.3.1.1,linoleum
04.3.1.1,door fittings
04.3.1.1,power sockets
04.3.1.1,wiring flex
04.3.1.2,Security equipment
04.3.1.2,Smoke detectors
04.3.1.2,Security alarms
04.3.1.2,Surveillance cameras
04.3.1.2,Door phones
04.3.1.2,Fire extinguishers (for dwellings only)
04.4.1.2,Water supply delivered through other systems
04.4.1.2,Public standpost water supply
04.4.1.2,Water fountain services
04.4.1.2,Tanker truck water delivery
04.4.1.2,Water vendor services
04.4.1.2,Cart-based water supply
04.4.3.1,Sewage collection through sewer systems
04.4.3.1,Sewer system maintenance
04.4.3.1,Sewage transport by pipes
04.4.3.1,Sewage treatment plant fees
04.4.3.1,Septic tank pumping
04.4.3.1,Sewer line cleaning
04.4.3.1,Sewer system expansion
04.4.3.1,Sewer system repair
04.4.3.1,Sewage disposal fees
04.4.3.1,Sewer connection fees
04.4.3.1,Sewage treatment services
04.4.3.2,Sewage collection through on-site sanitation systems
04.4.3.2,Septic tank emptying services
04.4.3.2,Pit latrine cleaning
04.4.3.2,Soak pit desludging
04.4.3.2,Communal toilet maintenance
04.4.3.2,Pay toilet cleaning
04.5.2.1,Natural gas through networks
04.5.2.1,Natural gas distribution
04.5.2.1,Town gas supply
04.5.2.1,Gas meter rentals
04.5.2.1,Meter reading services
04.5.2.1,Gas network standing charges
04.5.2.2,Liquefied hydrocarbons
04.5.2.2,Butane storage containers
04.5.2.2,Propane storage containers
04.5.2.2,Liquefied petroleum gas (LPG) storage containers
04.5.2.2,Rental of liquefied hydrocarbon storage containers
04.5.2.2,Purchase of liquefied hydrocarbon storage containers
04.5.2.2,Standing charges for liquefied hydrocarbon storage
04.5.2.2,Liquefied hydrocarbon container maintenance
04.5.3.0,Liquid fuels
04.5.3.0,Domestic heating oil
04.5.3.0,Biofuel for home use
04.5.3.0,Fireplace alcohol
05.1.1.1,Household furniture
05.1.1.1,Sofas
05.1.1.1,Couches
05.1.1.1,Dining tables
05.1.1.1,Chairs
05.1.1.1,Cupboards
05.1.1.1,Chests of drawers
05.1.1.1,Bookshelves
05.1.1.1,Hanger stands
05.1.1.1,Coat stands
05.1.1.1,Bunk beds
05.1.1.1,"Baby furniture (e.g. cradles, high chairs, playpens)"
05.1.1.1,Beds
05.1.1.1,Mattresses
05.1.1.1,Mattress bases (tatamis)
05.1.1.1,Wardrobes
05.1.1.1,Bedside tables
05.1.1.1,Kitchen tables
05.1.1.1,Kitchen chairs
05.1.1.1,Kitchen cupboards
05.1.1.1,Bathroom furniture
05.1.1.1,Inflatable sofas
05.1.1.1,Inflatable armchairs
05.1.1.1,Inflatable beds
05.1.1.1,Custom-made furniture
05.1.1.4,"Furnishings, loose carpets and rugs"
05.1.1.4,Loose carpets
05.1.1.4,Rugs
05.1.1.4,Pictures
05.1.1.4,Sculptures
05.1.1.4,Engravings
05.1.1.4,Tapestries
05.1.1.4,Reproductions of works of art
05.1.1.4,Decorative articles
05.1.1.4,Porcelain articles
05.1.1.4,Crystal glass articles
05.1.1.4,Wall clocks
05.1.1.4,Floor clocks
05.1.1.4,Alarm clocks
05.1.1.4,Travel clocks
05.1.1.4,Screens
05.1.1.4,Folding partitions
05.1.1.4,Non-textile blinds
05.1.1.4,Mirrors
05.1.1.4,Candle holders
05.1.1.4,Candlesticks
05.1.1.4,Leather for upholstery
05.1.1.4,Fur for upholstery
05.1.1.4,Room decoration
05.2.1.3,Table linen and bathroom linen
05.2.1.3,Tablecloths
05.2.1.3,Table napkins
05.2.1.3,Towels
05.2.1.3,Face cloths
05.2.1.9,Other household textiles
05.2.1.9,Textile shopping bags
05.2.1.9,Laundry bags
05.2.1.9,Shoe bags
05.2.1.9,Furniture covers
05.2.1.9,Flags
05.2.1.9,Sunshades
05.2.1.9,Oilcloth
05.2.1.9,Bathroom mats
05.2.1.9,Rush mats
05.2.1.9,Doormats
05.2.1.9,Feathers
05.2.1.9,Pillow fillers
05.2.2.0,"Repair, hire and sewing services of household textiles"
05.2.2.0,Clothing alterations
05.2.2.0,Curtain making
05.2.2.0,Upholstery repair
05.2.2.0,Carpet cleaning
05.2.2.0,Duvet cleaning
05.2.2.0,Towel hire
05.2.2.0,Tablecloth hire
05.4.0.3,Kitchen utensils and articles
05.4.0.3,saucepans
05.4.0.3,stewpots
05.4.0.3,pressure cookers
05.4.0.3,frying pans
05.4.0.3,containers for bread
05.4.0.3,containers for coffee
05.4.0.3,containers for spices
05.4.0.3,waste bins
05.4.0.3,waste-paper baskets
05.4.0.3,laundry baskets
05.4.0.3,portable money boxes
05.4.0.3,strongboxes
05.4.0.3,towel rails
05.4.0.3,bottle racks
05.4.0.3,letter boxes
05.4.0.3,feeding bottles
05.4.0.3,thermos flasks
05.4.0.3,iceboxes
05.5.1.0,Motorized tools and equipment
05.5.1.0,electric drills
05.5.1.0,percussion drill
05.5.1.0,electric saws
05.5.1.0,electric sanders
05.5.1.0,garden tractors
05.5.1.0,chain saws
05.5.1.0,lawn mowers
05.5.1.0,clipper for lawn
05.5.1.0,hedge cutters
05.5.1.0,cultivators
05.5.1.0,water pumps
05.5.1.0,electric screwdrivers
05.6.1.1,Household cleaning and maintenance products
05.6.1.1,detergents
05.6.1.1,hand and machine dishwashing detergent
05.6.1.1,scouring powders
05.6.1.1,disinfectant bleaches
05.6.1.1,softeners
05.6.1.1,conditioners
05.6.1.1,stain removers
05.6.1.1,general-purpose cleansers
05.6.1.1,window-cleaning products
05.6.1.1,unblocking agents
05.6.1.1,disinfectants
05.6.1.1,floor waxes
05.6.1.1,polishes
05.6.1.1,creams
05.6.1.1,shoe-cleaning items
05.6.1.1,shoe brushes
05.6.1.1,dustpans
05.6.1.1,dusting brushes
05.6.1.1,dusters
05.6.1.1,cloths
05.6.1.1,floor cloths
05.6.1.1,chamois leathers
05.6.1.1,dish brushes
05.6.1.1,household sponges
05.6.1.1,scourers
05.6.1.1,steel wool
05.6.1.1,vacuum cleaner bags
05.6.1.1,pool cleaning chemicals
05.6.1.1,water treatment chemicals
05.6.2.1,Domestic services provided by paid staff
05.6.2.1,Butler services
05.6.2.1,Cooking services
05.6.2.1,Maid services
05.6.2.1,Driver services
05.6.2.1,Gardening services
05.6.2.1,Governess services
05.6.2.1,Au pair services
05.6.2.1,Nanny services
05.6.2.1,Babysitting services (non-educational)
05.6.2.1,Cleaning services
05.6.2.1,Ironing services (household clothes and linen)
05.6.2.9,Other household services
05.6.2.9,dry-cleaning of household linen and textiles
05.6.2.9,carpet cleaning
05.6.2.9,laundering and dyeing of household textiles
05.6.2.9,pest extermination and disinfection
05.6.2.9,house-sitting
05.6.2.9,other household services n.e.c
06.1.1.1,"Medicines, vaccines and other pharmaceutical preparations"
06.1.1.1,All medicines (branded and generic)
06.1.1.1,"Pharmaceutical preparations (extemporaneous ointments, syrups, capsules, etc.)"
06.1.1.1,Medicinal soap
06.1.1.1,"Vaccines, hormones, oral contraceptives"
06.1.1.1,Vitamin and mineral supplements
06.1.1.1,Dialysis fluids and medical gases (oxygen)
06.1.1.1,Pharmacist service fees for dispensing medicines
06.1.1.1,Medicine and health products supplied directly by a health-care provider (exclusions)
06.1.1.2,Herbal medicines and homeopathic products
06.1.1.2,Echinacea
06.1.1.2,St. John's Wort
06.1.1.2,Ginkgo Biloba
06.1.1.2,Valerian Root
06.1.1.2,Ginseng
06.1.1.2,Turmeric
06.1.1.2,Milk Thistle
06.1.1.2,Lavender
06.1.1.2,Calendula
06.1.1.2,Arnica
06.1.1.2,Belladonna
06.1.1.2,Nux Vomica
06.1.1.2,Ignatia
06.1.1.2,Rhus Toxicodendron
06.1.1.2,Sepia
06.1.2.1,Medical diagnostic products
06.1.2.1,Pregnancy testing kits
06.1.2.1,Thermometers
06.1.2.1,Glucose meters
06.1.2.1,Blood pressure meters
06.1.2.1,Baby scales
06.1.2.1,Diagnostic equipment for self-testing
06.1.2.1,Medical equipment sold over the counter
06.1.2.1,Point-of-care testing devices
06.1.2.1,Medical diagnostic products purchased over the Internet
06.1.3.1,Assistive products for vision
06.1.3.1,Corrective eyeglasses (spectacles) for low vision
06.1.3.1,Short- and long-distance spectacles
06.1.3.1,White canes
06.1.3.1,"Ocular prostheses (e.g., glass eyes)"
06.1.3.1,Contact lenses
06.1.3.3,Assistive products for mobility and daily living
06.1.3.3,"Therapeutic footwear (diabetic, neuropathic, and orthopaedic)"
06.1.3.3,"Orthoses (braces, splints, and other artificial external devices)"
06.1.3.3,"Leg and hand prostheses, including implants"
06.1.3.3,Spinal belts and neck braces (cervical collars)
06.1.3.3,Crutches
06.1.3.3,"Rollators, walking frames/walkers, and standing frames"
06.1.3.3,Wheelchairs (powered or manual) with cushions
06.1.3.3,"Walkers, and canes for mobility"
06.1.3.3,"Chairs for shower, bath, and toilet, handrails and grab bars"
06.1.3.3,Absorbent incontinence products (including diapers for ageing populations)
06.1.3.3,Pressure relief mattresses and special beds
06.1.3.3,Portable ramps
06.2.1.1,Immunization services
06.2.1.1,Polio vaccination
06.2.1.1,Rabies vaccination
06.2.1.1,Rubella vaccination
06.2.1.1,Tetanus vaccination
06.2.1.1,Varicella (chickenpox) vaccination
06.2.1.1,Yellow fever vaccination
06.2.1.1,Influenza vaccination
06.2.1.1,Measles vaccination
06.2.1.1,Meningococcal infection vaccination
06.2.1.1,Mumps vaccination
06.2.1.1,Pertussis (whooping cough) vaccination
06.2.1.1,Pneumococcal infection vaccination
06.2.1.1,Diphtheria vaccination
06.2.1.1,Hepatitis vaccination
06.2.1.1,Herpes zoster vaccination
06.2.1.1,Human papillomavirus (HPV) infection vaccination
06.2.1.1,Maternal care immunization services
06.2.1.1,Childcare immunization services
06.2.1.1,Tourism-related vaccination services
06.2.1.1,Travel-related vaccination services
06.2.1.1,Compulsory immunization services
06.2.1.1,Voluntary immunization services
06.2.1.9,Other preventive care services
06.2.1.9,Family planning and counselling
06.2.1.9,Prenatal and postnatal care services
06.2.1.9,General and routine check-up services for child growth and development
06.2.1.9,Identification of genetic abnormalities
06.2.1.9,"Screening for communicable diseases (e.g., malaria, tuberculosis)"
06.2.1.9,"Screening for non-communicable diseases (e.g., breast cancer, cervical cancer, colorectal cancer, prostate cancer, diabetes)"
06.2.1.9,HIV/AIDS testing
06.2.1.9,Diagnostic imaging services for preventive care
06.2.1.9,Medical laboratory services for preventive care
06.2.2.1,Dental preventive services
06.2.2.1,Dental cleaning
06.2.2.1,Dental exam
06.2.2.1,Fluoride treatment
06.2.2.1,Dental sealants
06.2.2.1,Oral health instruction
06.2.2.9,Other outpatient dental services
06.2.2.9,Denture fitting
06.2.2.9,Teeth whitening
06.2.2.9,Dental implants
06.2.2.9,Orthodontic treatment
06.2.2.9,Root canal treatment
06.2.2.9,Dental crowns
06.2.2.9,Dental bridges
06.2.2.9,Oral surgery
06.2.2.9,Periodontal treatment
06.2.2.9,Endodontic treatment
06.2.3.1,Outpatient curative and rehabilitative services
06.2.3.1,Physiotherapy sessions
06.2.3.1,Outpatient surgery
06.2.3.1,Speech therapy
06.2.3.1,Chiropractic care
06.2.3.1,Psychological counseling
06.2.3.1,Inhalation therapy
06.2.3.1,Rehabilitative exercises
06.2.3.1,Wound care
06.2.3.1,Occupational therapy
06.2.3.1,Home health care (excluding overnight stays)
06.2.3.2,Outpatient long-term care services
06.2.3.2,Medical day-care center services
06.2.3.2,"Home-based long-term care medical treatments (e.g., dialysis)"
06.2.3.2,Home-based medical and nursing services for maintaining individuals (including elderly and disabled persons)
06.2.3.2,"Nursing care at home (e.g., nasogastric feeding, management of chronic diseases)"
06.2.3.2,Integrated non-medical home care services (priced jointly with other care services)
06.2.3.2,"Health products, diagnostic imaging, medical laboratory services, and therapeutic services (priced jointly with the provider's service fee)"
06.3.1.0,Inpatient curative and rehabilitative services
06.3.1.0,Inpatient curative care
06.3.1.0,Inpatient rehabilitative services
06.3.1.0,Dental inpatient treatment
06.3.1.0,Overnight medical procedures
06.3.1.0,Inpatient diagnostic imaging
06.3.1.0,Inpatient medicines and health products
06.3.1.0,Patient accommodation services (meals and cleaning)
06.3.1.0,Hosting of patient's relatives (if necessary)
06.3.1.0,"Hospital-based beauty treatments (e.g., cosmetic surgery)"
06.3.2.0,Inpatient long-term care services
06.3.2.0,Medical convalescent homes
