code,title
01.1.2.2,frozen antelope meat
01.1.2.2,fresh deer meat
01.1.2.2,chilled boar meat
01.1.2.2,frozen kangaroo meat
01.1.2.2,fresh ostrich meat
01.1.2.2,chilled emu meat
01.1.2.2,frozen rhea meat
01.1.2.2,fresh pheasant meat
01.1.2.2,chilled grouse meat
01.1.2.2,frozen pigeon meat
01.1.2.2,fresh quail meat
01.1.2.2,chilled snake meat
01.1.2.2,frozen alligator meat
01.1.2.2,fresh spider meat
01.1.2.2,chilled scorpion meat
01.1.2.2,frozen insect meat
01.1.2.2,fresh worm meat
01.1.2.2,chilled terrestrial snail meat
01.1.2.2,frozen frog meat
01.1.2.2,minced beef
01.1.2.2,minced pork
01.1.2.2,minced lamb
01.1.2.2,minced goat meat
01.1.2.2,minced poultry
01.1.2.2,minced horse meat
01.1.2.2,minced camel meat
01.1.2.2,minced antelope meat
01.1.2.2,minced deer meat
01.1.2.2,minced boar meat
01.1.2.2,minced kangaroo meat
01.1.2.2,minced ostrich meat
01.1.2.2,minced emu meat
01.1.2.2,minced rhea meat
01.1.2.2,minced pheasant meat
01.1.2.2,minced grouse meat
01.1.2.2,minced pigeon meat
01.1.2.2,minced quail meat
01.1.2.2,minced snake meat
01.1.2.2,minced alligator meat
01.1.2.2,minced spider meat
01.1.2.2,minced scorpion meat
01.1.2.2,minced insect meat
01.1.2.2,minced worm meat
01.1.2.2,minced terrestrial snail meat
01.1.2.2,minced frog meat
01.1.2.2,fresh seal meat
01.1.2.2,chilled walrus meat
01.1.2.2,frozen whale meat
01.1.2.2,fresh marine mammal meat
01.1.3.1,"Fish, live, fresh, chilled or frozen"
01.1.3.1,"Salmon, fresh"
01.1.3.1,"Tuna, chilled"
01.1.3.1,"Trout, frozen"
01.1.3.1,"Cod fillets, fresh"
01.1.3.1,"Haddock fillets, chilled"
01.1.3.1,"Mackerel fillets, frozen"
01.1.3.1,"Sardines, fresh"
01.1.3.1,"Anchovies, chilled"
01.1.3.1,"Herring, frozen"
01.1.3.1,"Shrimp, fresh"
01.1.3.1,"Prawns, chilled"
01.1.3.1,"Lobster, frozen"
01.1.3.1,"Crab, fresh"
01.1.3.1,"Oysters, chilled"
01.1.3.1,"Mussels, frozen"
01.1.3.2,"Fish, dried, salted, in brine or smoked"
01.1.3.2,dried cod
01.1.3.2,salted pollock
01.1.3.2,brined herring
01.1.3.2,smoked mackerel
01.1.3.2,dried fish fillets
01.1.3.2,salted fish meat
01.1.3.2,brined anchovies
01.1.3.2,smoked salmon
01.1.3.2,dried tuna
01.1.3.2,salted sardines
01.1.3.4,"Other seafood, live, fresh, chilled or frozen"
01.1.3.4,crabs
01.1.3.4,lobsters
01.1.3.4,crayfish
01.1.3.4,krill
01.1.3.4,sea spiders
01.1.3.4,shrimp
01.1.3.4,prawns
01.1.3.4,cuttlefish
01.1.3.4,squid
01.1.3.4,octopuses
01.1.3.4,sea snails
01.1.3.4,abalone
01.1.3.4,"bivalves (e.g. oysters, scallops, mussels, clams, cockles, ark shells)"
01.1.3.4,sea urchins
01.1.3.4,beche-de-mer (sea cucumbers)
01.1.3.4,jellyfish
01.1.3.4,other aquatic invertebrates
01.1.3.5,"Other seafood, dried, salted, in brine or smoked"
01.1.3.5,Dried crabs
01.1.3.5,Salted lobsters
01.1.3.5,Crayfish in brine
01.1.3.5,Dried krill
01.1.3.5,Salted sea spiders
01.1.3.5,Smoked shrimp
01.1.3.5,Dried prawns
01.1.3.5,Salted other crustaceans
01.1.3.5,Dried cuttlefish
01.1.3.5,Salted squid
01.1.3.5,Octopuses in brine
01.1.3.5,Dried sea snails
01.1.3.5,Salted abalone
01.1.3.5,"Bivalves in brine (e.g. oysters, scallops, mussels)"
01.1.3.5,Dried clams
01.1.3.5,Salted cockles
01.1.3.5,Smoked ark shells
01.1.3.5,Dried other molluscs
01.1.3.5,Sea urchins in brine
01.1.3.5,Beche-de-mer (sea cucumbers) in brine
01.1.3.5,Jellyfish in brine
01.1.3.5,Dried other aquatic invertebrates
01.1.3.6,Other seafood preparations
01.1.3.6,Crab cakes
01.1.3.6,Lobster bisque
01.1.3.6,Crayfish etouffee
01.1.3.6,Krill-infused oil
01.1.3.6,Sea spider salad
01.1.3.6,Shrimp scampi
01.1.3.6,Prawn cocktail
01.1.3.6,Cuttlefish ink pasta
01.1.3.6,Squid calamari
01.1.3.6,Octopus sushi
01.1.3.6,Sea snail ceviche
01.1.3.6,Abalone stir-fry
01.1.3.6,Oyster stew
01.1.3.6,Scallop sashimi
01.1.3.6,Mussel chowder
01.1.3.6,Clam fritters
01.1.3.6,Cockle curry
01.1.3.6,Ark shell gratin
01.1.3.6,Sea urchin roe
01.1.3.6,Beche-de-mer soup
01.1.3.6,Jellyfish salad
01.1.4.2,Skimmed milk
01.1.4.2,Skimmed milk of cattle
01.1.4.2,Semi-skimmed milk of buffaloes
01.1.4.2,Skimmed milk of sheep
01.1.4.2,Semi-skimmed milk of goats
01.1.4.2,Skimmed milk of camels
01.1.4.4,Non-animal milk
01.1.4.4,almond milk
01.1.4.4,coconut milk for drinking
01.1.4.4,oat milk
01.1.4.4,rice milk
01.1.4.4,soy milk
01.1.4.4,other milk from vegetables and nuts
01.1.4.6,Yoghurt and similar products
01.1.4.6,Yoghurt
01.1.4.6,Buttermilk
01.1.4.6,Fermented dairy products
01.1.4.6,Curdled milk and cream
01.1.4.6,Kefir
01.1.4.6,Coconut yoghurt
01.1.4.6,Soy yoghurt
01.1.4.7,Milk-based dessert and beverages
01.1.4.7,"Milk-based desserts: ice cream, yogurt, panna cotta, creme brulee, crema catalana"
01.1.4.7,"Milk-based beverages: chocolate milk, coffee milk, almond milk, soy milk"
01.1.4.7,"Milk-based puddings: rice pudding, tapioca pudding, bread pudding"
01.1.4.9,Other dairy products
01.1.4.9,Whey protein
01.1.4.9,Casein protein
01.1.4.9,Sweetened cream
01.1.4.9,Cream powder
01.1.4.9,Milk protein concentrate
01.1.4.9,Whey-derived products
01.1.4.9,Lactose
01.1.4.9,Milk permeate
01.1.5.3,Margarine and similar preparations
01.1.5.3,Margarine
01.1.5.3,Diet margarine
01.1.6.1,"Dates, figs and tropical fruits, fresh"
01.1.6.1,Dates
01.1.6.1,Figs
01.1.6.1,Avocados
01.1.6.1,Sweet bananas
01.1.6.1,"Mangoes, guavas and mangosteens"
01.1.6.1,Papayas
01.1.6.1,Pineapples
01.1.6.1,Coconuts
01.1.6.1,Breadfruits
01.1.6.1,Other tropical and subtropical fruits
01.1.6.7,"Fruits, dried and dehydrated"
01.1.6.7,raisins
01.1.6.7,prunes
01.1.6.7,dried apricots
01.1.6.7,dried coconuts
01.1.6.7,other dried fruits
01.1.6.9,"Fruits and nuts, ground, and in other preparations"
01.1.6.9,fruit flour
01.1.6.9,nut flour
01.1.6.9,roasted nuts
01.1.6.9,salted nuts
01.1.6.9,canned peaches
01.1.6.9,canned pears
01.1.6.9,homogenized apple sauce
01.1.6.9,fruit pickles
01.1.6.9,dried apricots
01.1.6.9,dried figs
01.1.7.1,"Leafy or stem vegetables, fresh or chilled"
01.1.7.1,asparagus
01.1.7.1,cabbages
01.1.7.1,cauliflower and broccoli
01.1.7.1,lettuce and chicory
01.1.7.1,spinach
01.1.7.1,artichokes
01.1.7.1,"other leafy or stem vegetables, fresh or chilled"
01.1.7.2,"Fruit-bearing vegetables, fresh or chilled"
01.1.7.2,Chilies and peppers
01.1.7.2,Cucumbers and gherkins
01.1.7.2,Eggplants (aubergines)
01.1.7.2,Tomatoes
01.1.7.2,Pumpkins
01.1.7.2,Squash and gourds
01.1.7.2,"Other fruit-bearing vegetables, fresh or chilled"
01.1.7.4,"Other vegetables, fresh or chilled"
01.1.7.4,carrots
01.1.7.4,turnips
01.1.7.4,garlic
01.1.7.4,onions
01.1.7.4,leeks
01.1.7.4,other alliaceous vegetables
01.1.7.4,"root, bulb and tuberous vegetables, fresh or chilled"
01.1.7.4,mushrooms
01.1.7.4,truffles
01.1.7.4,seaweeds
01.1.7.4,other aquatic plants
01.1.7.4,olives
01.1.7.4,"other vegetables, fresh or chilled, n.e.c."
01.1.7.4,"mixtures of vegetables, fresh or chilled"
01.1.7.7,"Other vegetables, tubers, plantains and cooking bananas, dried and dehydrated"
01.1.7.7,dried soybeans
01.1.7.7,dried potatoes
01.1.7.7,dehydrated garlic
01.1.7.7,dehydrated onions
01.1.7.9,"Vegetables, tubers, plantains, cooking bananas and pulses, ground, and in other preparations"
01.1.7.9,frozen vegetables
01.1.7.9,vegetable flours
01.1.7.9,canned pulses
01.1.7.9,preserved olives
01.1.7.9,chipped potatoes
01.1.7.9,vegetable concentrates
01.1.7.9,vegetable pickles
01.1.7.9,soy meat
01.1.7.9,veggie burgers
01.1.7.9,tofu
01.1.7.9,tempeh
01.1.7.9,meat substitutes from vegetables and nuts
01.1.7.9,kocho
01.1.7.9,potato starch
01.1.7.9,tapioca
01.1.7.9,sago
01.1.7.9,other vegetable starches
01.1.8.5,"Chocolate, cocoa and cocoa-based food products"
01.1.8.5,Cocoa beans
01.1.8.5,Cocoa powder
01.1.8.5,Chocolate bars
01.1.8.5,Chocolate slabs
01.1.8.5,Cocoa-based desserts
01.1.8.5,Chocolate-based creams
01.1.8.5,Chocolate-based spreads
01.1.8.5,Chocolate-covered food products (excluding white chocolate)
01.1.8.6,"Ice, ice cream and sorbets"
01.1.8.6,Ice cubes for drinks
01.1.8.6,Ice cream
01.1.8.6,Kulfi
01.1.8.6,Sorbet
01.1.8.6,Frozen yoghurt
01.1.8.6,Ice pop
01.1.8.6,Tofu ice cream
01.1.9.2,Baby food
01.1.9.2,"Baby formula (powdered, condensed and evaporated milk for baby use)"
01.1.9.2,Baby rice cereals and flours for baby food
01.1.9.2,Homogenized baby food
01.1.9.2,Baby food jars
01.1.9.2,Baby fruit purees
01.1.9.2,Baby vegetable purees
01.1.9.2,Baby cereal puffs
01.1.9.2,Baby teething biscuits
01.1.9.2,Baby food pouches
01.1.9.2,Baby food snacks
01.1.9.4,"Spices, culinary herbs and seeds"
01.1.9.4,Black pepper
01.1.9.4,Pimento
01.1.9.4,Ginger
01.1.9.4,Parsley
01.1.9.4,Rosemary
01.1.9.4,Thyme
01.1.9.4,Poppy seed
01.1.9.4,Sesame seed
01.1.9.4,Linseed
01.2.3.0,"Tea, maté and other plant-derived products for infusion"
01.2.3.0,green tea
01.2.3.0,black tea
01.2.3.0,mate tea
01.2.3.0,rooibos tea
01.2.3.0,instant tea
01.2.3.0,iced tea
01.2.3.0,fruit tea
01.2.3.0,herbal tea
01.2.3.0,tea extracts
01.2.3.0,tea essences
01.2.3.0,tea substitutes
01.2.6.0,Soft drinks
01.2.6.0,Coca-Cola
01.2.6.0,Pepsi
01.2.6.0,Sprite
01.2.6.0,Fanta
01.2.6.0,Lemonade
01.2.6.0,Sparkling apple juice
01.2.6.0,Sparkling grape juice
01.3.0.0,Services for processing primary goods for food and non-alcoholic beverages
01.3.0.0,Cereal grinding services for flour production
01.3.0.0,Oil pressing services
01.3.0.0,Crushing and pressing services for fruit and vegetable juices
01.3.0.0,Custom slaughtering of land animals for food
01.3.0.0,Services for processing primary goods for food and non-alcoholic beverages
02.1.1.0,Spirits and liquors
02.1.1.0,Eaux de vie
02.1.1.0,Liqueurs
02.1.1.0,High proof spirits
02.1.1.0,Mead
02.1.1.0,"Pomace brandies (e.g. pisco, grappa, marc)"
02.1.1.0,Aperitifs (excluding wine-based aperitifs)
02.1.2.2,Wine from other sources
02.1.2.2,Cider
02.1.2.2,Perry
02.1.2.2,Sake
02.4.0.0,Narcotics
02.4.0.0,Marijuana
02.4.0.0,Opium
02.4.0.0,Cocaine
02.4.0.0,Betel leaves
02.4.0.0,Betel nuts
02.4.0.0,Cola nuts
02.4.0.0,Kava
02.4.0.0,Khat
02.4.0.0,Psilocybin mushroom
02.4.0.0,Synthetic drugs
03.1.2.1,Garments for men or boys
03.1.2.1,Capes
03.1.2.1,Overcoats
03.1.2.1,Raincoats
03.1.2.1,Anoraks
03.1.2.1,Parkas
03.1.2.1,Jackets
03.1.2.1,Trousers
03.1.2.1,Waistcoats
03.1.2.1,Suits
03.1.2.1,Costumes
03.1.2.1,Shirts
03.1.2.1,Pullovers
03.1.2.1,Sweaters
03.1.2.1,Cardigans
03.1.2.1,Shorts
03.1.2.1,Swimsuits
03.1.2.1,Tracksuits
03.1.2.1,Jogging suits
03.1.2.1,Sweatshirts
03.1.2.1,T-shirts
03.1.2.1,Leotards
03.1.2.1,Traditional garments
03.1.2.1,Vests
03.1.2.1,Underpants
03.1.2.1,Socks
03.1.2.1,Pyjamas
03.1.2.1,Dressing gowns
03.1.2.1,Bathrobes
03.1.2.2,Garments for women or girls
03.1.2.2,"capes, overcoats, raincoats, anoraks, parkas, blousons, jackets, trousers, waistcoats, suits, costumes, dresses, skirts"
03.1.2.2,"shirts, blouses, pullovers, sweaters, cardigans, shorts, swimsuits, tracksuits, jogging suits, sweatshirts, t-shirts, leotards"
03.1.2.2,traditional garments
03.1.2.2,"vests, underpants, socks, stockings, tights, petticoats, brassieres, knickers, slips, girdles, corsets, body stockings"
03.1.2.2,"pyjamas, nightshirts, nightdresses, housecoats, dressing gowns, bathrobes"
03.1.2.3,Garments for infants (under 2 years of age)
03.1.2.3,Raincoats for infants
03.1.2.3,Anoraks for babies
03.1.2.3,Parkas for infants
03.1.2.3,Blousons for babies
03.1.2.3,Jackets for infants
03.1.2.3,Trousers for infants
03.1.2.3,Waistcoats for infants
03.1.2.3,Suits for infants
03.1.2.3,Costumes for infants
03.1.2.3,Dresses for infants
03.1.2.3,Skirts for infants
03.1.2.3,Vests for infants
03.1.2.3,Underpants for infants
03.1.2.3,Socks for infants
03.1.2.3,Stockings for infants
03.1.2.3,Tights for infants
03.1.2.3,Pyjamas for infants
03.1.2.3,Nightshirts for infants
03.1.2.3,Nightdresses for infants
03.1.2.3,Dressing gowns for infants
03.1.2.3,Bathrobes for infants
03.1.4.2,"Repair, tailoring and hire of clothing"
03.1.4.2,Darning and mending services
03.1.4.2,Tailoring (customer supplies material)
03.1.4.2,Garment hire
03.1.4.2,Alterations
03.1.4.2,Clothing repair
03.2.1.1,Footwear for men
03.2.1.1,Oxford shoes
03.2.1.1,Loafers
03.2.1.1,Boots
03.2.1.1,Sneakers
03.2.1.1,Sandals
03.2.1.1,Gaiters
03.2.1.1,Shoelaces
03.2.1.1,Heels
03.2.1.1,Soles
03.2.1.1,Jogging shoes
03.2.1.1,Cross-training shoes
03.2.1.1,Tennis shoes
03.2.1.1,Basketball shoes
03.2.1.1,Boating shoes
03.2.1.2,Footwear for women
03.2.1.2,Women's ready-to-wear shoes
03.2.1.2,Made-to-measure women's footwear
03.2.1.2,Gaiters for women
03.2.1.2,Shoelaces for women
03.2.1.2,Footwear heels
03.2.1.2,Footwear soles
03.2.1.2,Jogging shoes for women
03.2.1.2,Cross-training shoes for women
03.2.1.2,Tennis shoes for women
03.2.1.2,Basketball shoes for women
03.2.1.2,Boating shoes for women
03.2.1.2,Women's footwear parts for repair
03.2.1.3,Footwear for infants and children
03.2.1.3,Infant sneakers
03.2.1.3,Toddler sandals
03.2.1.3,Children's gaiters
03.2.1.3,Shoelaces
03.2.1.3,Footwear heels
03.2.1.3,Sports shoes for jogging
03.2.1.3,Cross-training shoes
03.2.1.3,Tennis shoes
03.2.1.3,Basketball shoes
03.2.1.3,Boating shoes
03.2.1.3,Baby's fabric booties
03.2.1.3,Baby's sheepskin booties
04.1.1.0,Actual rental payments made by tenants for main residence
04.1.1.0,Rent payments for apartments
04.1.1.0,Housing rental fees
04.1.1.0,Monthly rent for houses
04.1.1.0,Tenant-paid dwelling costs
04.1.1.0,Hotel room charges for main residence
04.1.1.0,Boarder's lodging payments
04.1.1.0,Residential garage rentals (excluding parking and storage)
04.1.1.0,Boarding school accommodation fees
04.1.1.0,University housing costs
04.1.1.0,Educational establishment lodging
04.1.1.0,Hostel accommodation fees for workers
04.1.1.0,Retirement home rentals for elderly persons
04.1.2.1,Actual rental payments made by tenants for secondary residences
04.1.2.1,Airbnb rental
04.1.2.1,Vacation home rental
04.1.2.1,Cottage rental
04.1.2.1,Seasonal rental
04.1.2.1,Ski chalet rental
04.1.2.1,Beach house rental
04.1.2.1,Holiday apartment rental
04.1.2.1,Second home rental
04.1.2.1,Farmhouse rental
04.1.2.1,Townhouse rental
04.1.2.2,Garage rental payments and other rental payments made by tenants
04.1.2.2,Garage rentals
04.1.2.2,Self-storage unit rentals
04.1.2.2,Parking space rentals in connection with a dwelling
04.1.2.2,Storage facility rentals in connection with a dwelling
04.2.1.0,Imputed rental payments of owner-occupiers for their main residence
04.2.1.0,Mortgage payments
04.2.1.0,Property taxes
04.2.1.0,Home insurance
04.2.1.0,Maintenance and repairs
04.2.1.0,Utilities
04.3.1.1,Materials for the maintenance and repair of the dwelling
04.3.1.1,paints and varnishes
04.3.1.1,renderings
04.3.1.1,wallpapers
04.3.1.1,fabric wall coverings
04.3.1.1,windowpanes
04.3.1.1,plaster
04.3.1.1,cement
04.3.1.1,putty
04.3.1.1,wallpaper pastes
04.3.1.1,"small plumbing items (pipes, taps, joints, etc.)"
04.3.1.1,"surfacing materials (floorboards, ceramic tiles, etc.)"
04.3.1.1,"brushes and scrapers for paint, varnish and wallpaper"
04.3.1.1,fitted carpets
04.3.1.1,linoleum
04.3.1.1,door fittings
04.3.1.1,power sockets
04.3.1.1,wiring flex
04.3.1.2,Security equipment
04.3.1.2,Smoke detectors
04.3.1.2,Security alarms
04.3.1.2,Security and surveillance cameras
04.3.1.2,Door phones
04.3.1.2,Fire extinguishers (for dwellings only)
04.4.1.1,Water supply delivered through network systems
04.4.1.1,Meter installation charges
04.4.1.1,Meter rentals
04.4.1.1,Volumetric charges for water consumption
04.4.1.1,Fixed charges for water delivery
04.4.1.1,Cost of meter readings
04.4.1.1,Standing charges
04.4.1.2,Water supply delivered through other systems
04.4.1.2,Public standpost water supply
04.4.1.2,Water fountain services
04.4.1.2,Tanker truck water delivery
04.4.1.2,Water vendor services
04.4.1.2,Cart-based water supply
04.4.3.1,Sewage collection through sewer systems
04.4.3.1,Sewer system maintenance
04.4.3.1,Sewage transport by pipes
04.4.3.1,Sewage treatment plant fees
04.4.3.1,Septic tank pumping
04.4.3.1,Sewer line cleaning
04.4.3.1,Sewer system expansion
04.4.3.1,Sewer system repair
04.4.3.1,Sewage disposal fees
04.4.3.1,Sewer connection fees
04.4.3.1,Sewage treatment services
04.5.1.0,Electricity
04.5.1.0,Residential electricity
04.5.1.0,Solar electricity
04.5.1.0,Wind electricity
04.5.1.0,Hydro electricity
04.5.1.0,Coal electricity
04.5.1.0,Meter rentals
04.5.1.0,Meter reading costs
04.5.1.0,Standing charges
04.5.1.0,Self-produced energy charges
04.5.1.0,Electricity storage costs
04.5.2.2,Liquefied hydrocarbons
04.5.2.2,Butane storage containers
04.5.2.2,Propane storage containers
04.5.2.2,Liquefied petroleum gas (LPG) storage containers
04.5.2.2,Liquefied natural gas (LNG) storage containers
04.5.2.2,Rental of storage containers for liquefied hydrocarbons
04.5.2.2,Purchase of storage containers for liquefied hydrocarbons
04.5.2.2,Standing charges for liquefied hydrocarbons storage containers
04.5.3.0,Liquid fuels
04.5.3.0,Domestic heating oil
04.5.3.0,Lighting fuel oil
04.5.3.0,Cooking fuel oil
04.5.3.0,Biodiesel
04.5.3.0,Bioethanol
04.5.3.0,Methanol for fireplaces
04.5.3.0,Ethanol for fireplaces
04.5.4.1,"Coal, coal briquettes, peat and peat briquettes"
04.5.4.1,Anthracite
04.5.4.1,Bituminous coal
04.5.4.1,Lignite
04.5.4.1,Coal briquettes
04.5.4.1,Peat briquettes
04.5.4.1,Peat
05.1.1.1,Household furniture
05.1.1.1,sofas
05.1.1.1,couches
05.1.1.1,tables
05.1.1.1,chairs
05.1.1.1,cupboards
05.1.1.1,chests of drawers
05.1.1.1,bookshelves
05.1.1.1,hanger stands
05.1.1.1,coat stands
05.1.1.1,bunk beds
05.1.1.1,"baby furniture (e.g. cradles, high chairs, playpens)"
05.1.1.1,beds
05.1.1.1,mattresses
05.1.1.1,mattress bases (tatamis)
05.1.1.1,wardrobes
05.1.1.1,bedside tables
05.1.1.1,kitchen tables
05.1.1.1,kitchen chairs
05.1.1.1,kitchen cupboards
05.1.1.1,bathroom furniture
05.1.1.1,"inflatable sofas, armchairs and beds"
05.1.1.1,custom-made furniture
05.1.1.2,Garden and camping furniture
05.1.1.2,"Garden furniture: Patio sets, Bistro sets, Chaise lounges, Gliders, Swings, Garden benches, Garden tables, Arbours, Small garden sheds"
05.1.1.2,"Camping furniture: Custom-made camping tables, Custom-made camping chairs"
05.1.1.4,"Furnishings, loose carpets and rugs"
05.1.1.4,Loose carpets
05.1.1.4,Rugs
05.1.1.4,Pictures
05.1.1.4,Sculptures
05.1.1.4,Engravings
05.1.1.4,Tapestries
05.1.1.4,Art object reproductions
05.1.1.4,Decorative articles
05.1.1.4,Porcelain articles
05.1.1.4,Crystal glass articles
05.1.1.4,Wall clocks
05.1.1.4,Floor clocks
05.1.1.4,Alarm clocks
05.1.1.4,Travel clocks
05.1.1.4,Screens
05.1.1.4,Folding partitions
05.1.1.4,Non-textile blinds
05.1.1.4,Mirrors
05.1.1.4,Candle holders
05.1.1.4,Candlesticks
05.1.1.4,Leather upholstery
05.1.1.4,Fur upholstery
05.1.1.4,Room decoration leather
05.1.1.4,Room decoration fur
05.1.2.0,"Repair, installation and hire of furniture, furnishings and loose carpets"
05.1.2.0,Furniture repair
05.1.2.0,Garden and camping furniture repair
05.1.2.0,Restoration of works of art
05.1.2.0,Antique furniture restoration
05.1.2.0,Antique floor covering restoration
05.1.2.0,Furniture hire
05.1.2.0,Garden and camping furniture hire
05.1.2.0,Furnishings hire
05.1.2.0,Loose carpet hire
05.1.2.0,Furniture installation
05.1.2.0,Art restoration
05.1.2.0,Furniture maintenance
05.2.1.3,Table linen and bathroom linen
05.2.1.3,Tablecloths
05.2.1.3,Table napkins
05.2.1.3,Towels
05.2.1.3,Face cloths
05.2.1.9,Other household textiles
05.2.1.9,Textile shopping bags
05.2.1.9,Laundry bags
05.2.1.9,Shoe bags
05.2.1.9,Covers for clothes and furniture
05.2.1.9,Flags
05.2.1.9,Sunshades
05.2.1.9,Oilcloth
05.2.1.9,Bathroom mats
05.2.1.9,Rush mats
05.2.1.9,Doormats
05.2.1.9,Feathers
05.2.1.9,Fillers for pillows
05.2.2.0,"Repair, hire and sewing services of household textiles"
05.2.2.0,Clothing alterations
05.2.2.0,Curtain making
05.2.2.0,Duvet cover repair
05.2.2.0,Tablecloth hire
05.2.2.0,Upholstery cleaning
05.2.2.0,Cushion repair
05.2.2.0,Towel mending
05.2.2.0,Blanket restoration
05.2.2.0,Linen rental
05.2.2.0,Sail repair
05.3.2.1,Small appliances for the cooking and processing of food
05.3.2.1,Multifunction machines
05.3.2.1,Food mixers
05.3.2.1,Blenders with heating elements
05.3.2.1,Slicing machines
05.3.2.1,Rice cookers
05.3.2.1,Slow cookers
05.3.2.1,Toasters
05.3.2.1,Sandwich grills
05.3.2.1,Meat and fish grills
05.3.2.1,Deep fryers
05.3.2.1,Ice cream makers
05.3.2.1,Sorbet makers
05.3.2.1,Yoghurt makers
05.3.2.1,Hot plates
05.3.2.1,Can openers
05.3.2.1,Electric knives
05.3.2.1,Puree makers
05.3.2.1,Mincers
05.3.2.1,Household scales
05.3.2.9,Other small household appliances
05.3.2.9,electric irons
05.3.2.9,fans
05.3.2.9,electric blankets
05.3.2.9,other non-electric household appliances
05.4.0.3,Kitchen utensils and articles
05.4.0.3,saucepans
05.4.0.3,stewpots
05.4.0.3,pressure cookers
05.4.0.3,frying pans
05.4.0.3,containers for bread
05.4.0.3,containers for coffee
05.4.0.3,spice containers
05.4.0.3,waste bins
05.4.0.3,waste-paper baskets
05.4.0.3,laundry baskets
05.4.0.3,portable money boxes
05.4.0.3,strongboxes
05.4.0.3,towel rails
05.4.0.3,bottle racks
05.4.0.3,letter boxes
05.4.0.3,feeding bottles
05.4.0.3,thermos flasks
05.4.0.3,iceboxes
05.5.2.2,Miscellaneous accessories
05.5.2.2,Radiator fittings
05.5.2.2,Fireplace fittings
05.5.2.2,Curtain rails
05.5.2.2,Curtain rods (wood or plastic)
05.5.2.2,String curtain rods
05.5.2.2,Carpet rods
05.5.2.2,Hooks
05.5.2.2,Chains for fencing
05.5.2.2,Grids for fencing
05.5.2.2,Stakes for fencing
05.5.2.2,Hoop segments for fencing
05.5.2.2,Lamp bulbs
05.5.2.2,Fluorescent lighting tubes
05.5.2.2,Torches
05.5.2.2,Flashlights
05.5.2.2,Hand lamps
05.5.2.2,Fuses (general use)
05.5.2.2,Electric batteries (general use)
05.5.2.2,Electric battery chargers (general use)
05.5.3.0,Repair and hire of motorized and non-motorized tools and equipment
05.5.3.0,Repair of motorized lawn mowers
05.5.3.0,Hire of non-motorized hand saws
05.5.3.0,Repair of motorized drills
05.5.3.0,Hire of non-motorized screwdrivers
05.5.3.0,Repair of non-motorized gardening tools
