CODE,NAME_EN,PARENT_CODE
01.1.7.1,"Fresh or chilled vegetables cultivated for their fruit (aubergines, cucumbers, courgettes, green peppers, pumpkins, tomatoes, etc.)",01.1.7
01.1.7.1,"Fresh or chilled vegetables cultivated for their roots (beetroots, carrots, onions, parsnips, radishes, turnips, etc.)",01.1.7
01.1.7.4,Potatoes,01.1.7
01.1.7.4,fresh potatoes,01.1.7
01.1.7.4,chilled potatoes,01.1.7
01.1.7.4,preserved potatoes,01.1.7
01.1.7.4,frozen chipped potatoes,01.1.7
01.1.7.5,Crisps,01.1.7
01.1.7.5,Potato crisps (simple),01.1.7
01.1.7.5,Potato crisps with seasonings,01.1.7
01.1.7.5,Potato crisps with herbs,01.1.7
01.1.7.5,Potato crisps with spices,01.1.7
01.1.7.5,Potato crisps with cheeses,01.1.7
01.1.7.5,Potato crisps with artificial additives,01.1.7
01.1.7.5,Crisps made from corn,01.1.7
01.1.7.5,Crisps made from maize,01.1.7
01.1.7.5,Crisps made from tapioca,01.1.7
01.1.7.5,Crisps made from other tubers,01.1.7
01.1.8.3,Chocolate,01.1.8
01.1.8.3,Chocolate-based foods,01.1.8
01.1.8.3,Cocoa-based dessert preparations,01.1.8
01.1.8.5,Edible ices and ice cream,01.1.8
01.1.8.5,Edible ices and ice cream,01.1.8
01.1.8.5,Sorbet,01.1.8
01.1.9.3,Baby food,01.1.9
01.1.9.3,Baby food,01.1.9
01.1.9.3,Homogenized baby food irrespective of the composition,01.1.9
01.2.1.1,Coffee,01.2.1
01.2.1.1,"Coffee, whether or not decaffeinated",01.2.1
01.2.1.1,Roasted coffee,01.2.1
01.2.1.1,Ground coffee,01.2.1
01.2.1.1,Instant coffee,01.2.1
01.2.1.1,Coffee substitutes,01.2.1
01.2.1.1,Extracts and essences of coffee,01.2.1
01.2.1.3,Cocoa and powdered chocolate,01.2.1
01.2.1.3,"Cocoa, whether or not sweetened",01.2.1
01.2.1.3,Chocolate-based powder,01.2.1
01.2.1.3,Cocoa-based beverage preparations,01.2.1
01.2.2.2,Soft drinks,01.2.2
01.2.2.2,Soft drinks such as sodas,01.2.2
01.2.2.2,Soft drinks such as lemonades,01.2.2
01.2.2.2,Soft drinks such as colas,01.2.2
02.1.1.1,Spirits and liqueurs,02.1.1
02.1.1.1,eaux-de-vie,02.1.1
02.1.1.1,liqueurs,02.1.1
02.1.1.1,other spirits with high alcohol content,02.1.1
02.1.1.1,mead,02.1.1
02.1.1.1,aperitifs other than wine-based aperitifs,02.1.1
02.1.1.2,Alcoholic soft drinks,02.1.1
02.1.1.2,Alcoholic soft drinks,02.1.1
02.1.1.2,soda-water types with a low alcohol content,02.1.1
02.1.2.1,Wine from grapes,02.1.2
02.1.2.1,Wine from grapes,02.1.2
02.1.2.1,Champagne,02.1.2
02.1.2.1,Other sparkling wines,02.1.2
02.1.2.3,Fortified wines,02.1.2
02.1.2.3,vermouth,02.1.2
02.1.2.3,sherry,02.1.2
02.1.2.3,port wine,02.1.2
02.1.3.1,Lager beer,02.1.3
02.1.3.1,"Pilsner: A golden-colored lager with a crisp, refreshing taste and a hint of hop bitterness.",02.1.3
02.1.3.1,"Bock: A strong, malty lager with a rich, full-bodied flavor and dark color.",02.1.3
02.1.3.1,"Dortmunder Export: A pale, smooth lager with a balanced malt and hop profile.",02.1.3
02.1.3.1,"Märzen: An amber-colored lager with a toasted malt flavor, traditionally associated with Oktoberfest.",02.1.3
02.1.3.1,"Pale Lager: A light-colored lager with a clean, neutral flavor and high drinkability.",02.1.3
02.1.3.1,"Dunkel: A dark-colored lager with a smooth, malty flavor and hints of caramel.",02.1.3
02.1.3.1,"Schwarzbier: A very dark, almost black lager with a roasted malt character and coffee-like notes.",02.1.3
02.1.3.4,Beer-based drinks,02.1.3
02.1.3.4,Beer with soda (panache),02.1.3
02.1.3.4,Beer with Coca-Cola,02.1.3
02.1.3.4,Shandy (mix of beer and soda-water with ginger taste),02.1.3
02.2.0.1,Cigarettes,02.2.0
02.2.0.1,cigarettes,02.2.0
03.1.1.0,Clothing materials,03.1.1
03.1.1.0,Clothing materials of natural fibres,03.1.1
03.1.1.0,Clothing materials of man-made fibres,03.1.1
03.1.1.0,Clothing materials of mixtures of natural and man-made fibres,03.1.1
03.1.2.2,Garments for women,03.1.2
03.1.2.2,"Garments for women, ready-to-wear or made-to-measure, in all materials (including leather, furs, plastics and rubber), for everyday wear, for sport or for work",03.1.2
03.1.2.2,Capes,03.1.2
03.1.2.2,Overcoats,03.1.2
03.1.2.2,Raincoats,03.1.2
03.1.2.2,Anoraks,03.1.2
03.1.2.2,Parkas,03.1.2
03.1.2.2,Blousons,03.1.2
03.1.2.2,Jackets,03.1.2
03.1.2.2,Trousers,03.1.2
03.1.2.2,Waistcoats,03.1.2
03.1.2.2,Suits,03.1.2
03.1.2.2,Costumes,03.1.2
03.1.2.2,Dresses,03.1.2
03.1.2.2,Skirts,03.1.2
03.1.2.2,Shirts,03.1.2
03.1.2.2,Blouses,03.1.2
03.1.2.2,Pullovers,03.1.2
03.1.2.2,Sweaters,03.1.2
03.1.2.2,Cardigans,03.1.2
03.1.2.2,Shorts,03.1.2
03.1.2.2,Swimsuits,03.1.2
03.1.2.2,Tracksuits,03.1.2
03.1.2.2,Jogging suits,03.1.2
03.1.2.2,Sweatshirts,03.1.2
03.1.2.2,T-shirts,03.1.2
03.1.2.2,Leotards,03.1.2
03.1.2.2,Vests,03.1.2
03.1.2.2,Underpants,03.1.2
03.1.2.2,Socks,03.1.2
03.1.2.2,Stockings,03.1.2
03.1.2.2,Tights,03.1.2
03.1.2.2,Petticoats,03.1.2
03.1.2.2,Brassieres,03.1.2
03.1.2.2,Knickers,03.1.2
03.1.2.2,Slips,03.1.2
03.1.2.2,Girdles,03.1.2
03.1.2.2,Corsets,03.1.2
03.1.2.2,Body stockings,03.1.2
03.1.2.2,Pyjamas,03.1.2
03.1.2.2,Nightshirts,03.1.2
03.1.2.2,Nightdresses,03.1.2
03.1.2.2,Housecoats,03.1.2
03.1.2.2,Dressing gowns,03.1.2
03.1.2.2,Bathrobes,03.1.2
03.1.2.2,Unisex clothing,03.1.2
03.1.3.1,Other articles of clothing,03.1.3
03.1.3.1,ties,03.1.3
03.1.3.1,handkerchiefs,03.1.3
03.1.3.1,scarves,03.1.3
03.1.3.1,squares,03.1.3
03.1.3.1,gloves,03.1.3
03.1.3.1,mittens,03.1.3
03.1.3.1,muffs,03.1.3
03.1.3.1,belts,03.1.3
03.1.3.1,braces,03.1.3
03.1.3.1,aprons,03.1.3
03.1.3.1,smocks,03.1.3
03.1.3.1,bibs,03.1.3
03.1.3.1,sleeve protectors,03.1.3
03.1.3.1,hats,03.1.3
03.1.3.1,caps,03.1.3
03.1.3.1,berets,03.1.3
03.1.3.1,bonnets,03.1.3
03.1.3.1,gardening gloves,03.1.3
03.1.3.1,working gloves,03.1.3
03.1.3.1,crash helmets for motorcycles,03.1.3
03.1.3.1,crash helmets for bicycles,03.1.3
03.1.3.2,Clothing accessories,03.1.3
03.1.3.2,Sewing threads for making clothing,03.1.3
03.1.3.2,Knitting yarns for making clothing,03.1.3
03.1.3.2,Buckles for clothing accessories,03.1.3
03.1.3.2,Buttons for clothing accessories,03.1.3
03.1.3.2,Press studs for clothing accessories,03.1.3
03.1.3.2,Zip fasteners for clothing accessories,03.1.3
03.1.3.2,Ribbons for clothing accessories,03.1.3
03.1.3.2,Laces for clothing accessories,03.1.3
03.1.3.2,Trimmings for clothing accessories,03.1.3
03.1.4.1,Cleaning of clothing,03.1.4
03.1.4.1,Cleaning of clothing,03.1.4
03.1.4.1,Dry-cleaning of garments,03.1.4
03.1.4.1,Laundering of garments,03.1.4
03.1.4.1,Dyeing of garments,03.1.4
03.1.4.2,Repair and hire of clothing,03.1.4
03.1.4.2,Darning of garments: Repair service for clothing involving the reinforcement or repair of holes or worn areas.,03.1.4
03.1.4.2,"Mending of garments: Repair service for clothing involving fixing tears, holes, or other forms of damage.",03.1.4
03.1.4.2,"Repair of garments: General repair service for clothing, including but not limited to darning, mending, and altering.",03.1.4
03.1.4.2,"Altering of garments: Service to modify the fit or style of clothing, such as tailoring or resizing.",03.1.4
03.1.4.2,"Hire of garments: Rental service for clothing, including but not limited to formal wear, costumes, or special occasion attire.",03.1.4
03.1.4.2,"Total value of the repair service: The complete cost of the repair service, including both labor and materials.",03.1.4
03.2.1.2,Footwear for women,03.2.1
03.2.1.2,Footwear for women,03.2.1
03.2.1.2,"Gaiters, leggings, and similar articles",03.2.1
03.2.1.2,Shoelaces,03.2.1
03.2.1.2,"Parts of footwear, such as heels, soles, etc., purchased by households with the intention of repairing footwear themselves",03.2.1
03.2.1.2,"Sports footwear suitable for everyday or leisure wear (shoes for jogging, cross-training, tennis, basketball, boating, etc.)",03.2.1
03.2.1.2,Unisex footwear,03.2.1
03.2.2.0,Repair and hire of footwear,03.2.2
03.2.2.0,"Repair of footwear, including both labor and material costs",03.2.2
03.2.2.0,Shoe-cleaning services,03.2.2
03.2.2.0,Hire of footwear,03.2.2
04.3.2.4,Services of painters,04.3.2
04.3.2.4,"Services of painters including preparation of surfaces of buildings and other structures for painting, applying protective and decorative coats of paint or similar materials, and covering interior walls and ceilings of buildings with wallpaper or other finishes",04.3.2
04.3.2.4,Services of decorators,04.3.2
04.3.2.5,Services of carpenters,04.3.2
04.3.2.5,Cutting of various types of structures and fittings made from wood and other materials,04.3.2
04.3.2.5,Shaping of various types of structures and fittings made from wood and other materials,04.3.2
04.3.2.5,Assembly of various types of structures and fittings made from wood and other materials,04.3.2
04.3.2.5,Erection of various types of structures and fittings made from wood and other materials,04.3.2
04.3.2.5,Maintenance of various types of structures and fittings made from wood and other materials,04.3.2
04.3.2.5,Repair of various types of structures and fittings made from wood and other materials,04.3.2
04.3.2.5,Floor-polishing services,04.3.2
04.3.2.9,Other services for maintenance and repair of the dwelling,04.3.2
04.3.2.9,Insulation works services,04.3.2
04.3.2.9,Fencing and railing installation services,04.3.2
04.3.2.9,Plastering works services,04.3.2
04.3.2.9,Tiling works services,04.3.2
04.3.2.9,"Terrazzo, marble, granite, and slate works services",04.3.2
04.3.2.9,Ornamentation fitting services,04.3.2
04.3.2.9,Interior design services,04.3.2
04.4.1.0,Water supply,04.4.1
04.4.1.0,Water supply: Includes the actual supply of water to households.,04.4.1
04.4.1.0,Hire of meters: Includes the cost of renting water meters.,04.4.1
04.4.1.0,Reading of meters: Includes the service of reading water meters.,04.4.1
04.4.1.0,Standing charges: Includes fixed fees for water supply services.,04.4.1
04.4.2.0,Refuse collection,04.4.2
04.4.2.0,Refuse collection services,04.4.2
04.4.2.0,Refuse disposal services,04.4.2
04.5.1.0,Electricity,04.5.1
04.5.1.0,Hire of meters for electricity supply,04.5.1
04.5.1.0,Reading of meters for electricity supply,04.5.1
04.5.1.0,Standing charges for electricity supply,04.5.1
04.5.2.1,Natural gas and town gas,04.5.2
04.5.2.1,Natural gas,04.5.2
04.5.2.1,Town gas,04.5.2
04.5.2.1,Hire of meters,04.5.2
04.5.2.1,Reading of meters,04.5.2
04.5.2.1,Standing charges,04.5.2
04.5.4.1,Coal,04.5.4
04.5.4.1,Coal,04.5.4
04.5.5.0,Heat energy,04.5.5
04.5.5.0,Hot water purchased from district heating plants,04.5.5
04.5.5.0,Steam purchased from district heating plants,04.5.5
04.5.5.0,Hire of meters for heat energy measurement,04.5.5
04.5.5.0,Reading of meters for heat energy consumption tracking,04.5.5
04.5.5.0,Standing charges for heat energy services,04.5.5
04.5.5.0,Ice used for cooling and refrigeration purposes,04.5.5
05.1.1.1,Household furniture,05.1.1
05.1.1.1,Sofas,05.1.1
05.1.1.1,Couches,05.1.1
05.1.1.1,Tables,05.1.1
05.1.1.1,Chairs,05.1.1
05.1.1.1,Cupboards,05.1.1
05.1.1.1,Chests of drawers,05.1.1
05.1.1.1,Bookshelves,05.1.1
05.1.1.1,Beds,05.1.1
05.1.1.1,Mattresses,05.1.1
05.1.1.1,Base-mattresses,05.1.1
05.1.1.1,Tatamis,05.1.1
05.1.1.1,Wardrobes,05.1.1
05.1.1.1,Bedside tables,05.1.1
05.1.1.1,Kitchen tables,05.1.1
05.1.1.1,Kitchen chairs,05.1.1
05.1.1.1,Kitchen cupboards,05.1.1
05.1.1.1,Kitchen surfaces,05.1.1
05.1.1.2,Garden furniture,05.1.1
05.1.1.2,Garden furniture,05.1.1
05.1.1.2,Benches,05.1.1
05.1.1.2,Chairs,05.1.1
05.1.1.2,Tables,05.1.1
05.1.1.2,Loungers,05.1.1
05.1.1.9,Other furniture and furnishings,05.1.1
05.1.1.9,Bunk bed,05.1.1
05.1.1.9,"Baby furniture (including cradles, highchairs, and play-pens)",05.1.1
05.1.1.9,Pictures,05.1.1
05.1.1.9,Sculptures,05.1.1
05.1.1.9,Engravings,05.1.1
05.1.1.9,Tapestries,05.1.1
05.1.1.9,Reproductions of works of art,05.1.1
05.1.1.9,Other ornaments,05.1.1
05.1.1.9,Screens,05.1.1
05.1.1.9,Folding partitions,05.1.1
05.1.1.9,Blinds,05.1.1
05.1.1.9,Mirrors,05.1.1
05.1.1.9,Candleholders,05.1.1
05.1.1.9,Candlesticks,05.1.1
05.1.2.2,Other floor coverings,05.1.2
05.1.2.2,Resilient floor coverings,05.1.2
05.1.2.2,Vinyl floor coverings,05.1.2
05.1.2.2,Linoleum floor coverings,05.1.2
05.1.2.3,Services of laying of fitted carpets and floor coverings,05.1.2
05.1.2.3,Services of laying of fitted carpets,05.1.2
05.1.2.3,Services of laying of floor coverings,05.1.2
05.2.0.1,Furnishing fabrics and curtains,05.2.0
05.2.0.1,Furnishing fabrics for making curtains or upholstery,05.2.0
05.2.0.1,Curtain material for creating curtains,05.2.0
05.2.0.1,Curtains for windows,05.2.0
05.2.0.1,Double curtains for enhanced light control,05.2.0
05.2.0.1,Awnings for shade on buildings,05.2.0
05.2.0.1,Door curtains for hanging over doorways,05.2.0
05.2.0.1,Fabric blinds for window covering,05.2.0
05.2.0.9,Other household textiles,05.2.0
05.2.0.9,Shopping bags made of textile,05.2.0
05.2.0.9,Laundry bags made of textile,05.2.0
05.2.0.9,Shoe bags made of textile,05.2.0
05.2.0.9,Covers for clothes made of textile,05.2.0
05.2.0.9,Covers for furniture made of textile,05.2.0
05.2.0.9,Flags made of textile,05.2.0
05.2.0.9,Sunshades made of textile,05.2.0
05.2.0.9,Cloth bought by the piece,05.2.0
05.2.0.9,Oilcloth,05.2.0
05.2.0.9,Bathroom mats made of textile,05.2.0
05.2.0.9,Rush mats,05.2.0
05.2.0.9,Doormats,05.2.0
05.3.1.3,Cookers,05.3.1
05.3.1.3,Electric panels for cooking,05.3.1
05.3.1.3,Gas panels for cooking,05.3.1
05.3.1.3,Oil panels for cooking,05.3.1
05.3.1.3,Ceramic panels for cooking,05.3.1
05.3.1.3,Hobs for cooking,05.3.1
05.3.1.3,Spit roasters for cooking,05.3.1
05.3.1.3,Electric ovens for baking and roasting,05.3.1
05.3.1.3,Gas ovens for baking and roasting,05.3.1
05.3.1.3,Convection ovens for baking and roasting,05.3.1
05.3.1.3,Combined cookers with hob and oven,05.3.1
05.3.1.3,Microwave ovens for heating and cooking,05.3.1
05.3.1.4,"Heaters, air conditioners",05.3.1
05.3.1.4,air-conditioners,05.3.1
05.3.1.4,humidifiers,05.3.1
05.3.1.4,space heaters,05.3.1
05.3.1.4,water heaters,05.3.1
05.3.1.4,ventilators,05.3.1
05.3.1.4,extractor hoods,05.3.1
05.3.1.5,Cleaning equipment,05.3.1
05.3.1.5,vacuum cleaners for cleaning floors and surfaces,05.3.1
05.3.1.5,steam-cleaning machines for deep cleaning and sanitizing,05.3.1
05.3.1.5,carpet shampooing machines for cleaning and maintaining carpets,05.3.1
05.3.1.5,machines for scrubbing floors,05.3.1
05.3.1.5,machines for waxing floors,05.3.1
05.3.1.5,machines for polishing floors,05.3.1
05.3.2.1,Food processing appliances,05.3.2
05.3.2.1,"multi-function machine for mixing, blending, chopping, etc.",05.3.2
05.3.2.1,food mixers,05.3.2
05.3.2.1,blenders,05.3.2
05.3.2.1,slicing machines for food preparation,05.3.2
05.3.2.2,"Coffee machines, tea makers and similar appliances",05.3.2
05.3.2.2,coffee machines,05.3.2
05.3.2.2,tea makers,05.3.2
05.3.2.2,water boilers,05.3.2
05.3.2.2,kettles,05.3.2
05.3.2.3,Irons,05.3.2
05.3.2.3,electric irons,05.3.2
05.3.2.4,Toasters and grills,05.3.2
05.3.2.4,Toasters: Small electrical appliances for toasting slices of bread,05.3.2
05.3.2.4,Sandwich grills: Small electrical appliances designed for toasting or grilling sandwiches,05.3.2
05.3.2.4,Meat grills: Small electrical appliances for grilling meat,05.3.2
05.3.2.4,Fish grills: Small electrical appliances for grilling fish,05.3.2
05.4.0.2,"Cutlery, flatware and silverware",05.4.0
05.4.0.2,Cutlery made of stainless steel,05.4.0
05.4.0.2,Flatware made of ceramic,05.4.0
05.4.0.2,Silverware made of silver,05.4.0
05.4.0.2,Knives for cutting food,05.4.0
05.4.0.2,Forks for piercing food,05.4.0
05.4.0.2,Spoons for scooping food,05.4.0
05.4.0.2,Plates for serving food,05.4.0
05.4.0.2,Bowls for serving food,05.4.0
05.4.0.2,Serving trays for food presentation,05.4.0
05.4.0.2,Silver-plated serving utensils,05.4.0
05.4.0.3,Non-electric kitchen utensils and articles,05.4.0
05.4.0.3,Non-electric kitchen utensils of all materials such as saucepans,05.4.0
05.4.0.3,Non-electric kitchen utensils of all materials such as stewpots,05.4.0
05.4.0.3,Non-electric kitchen utensils of all materials such as pressure cookers,05.4.0
05.4.0.3,Non-electric kitchen utensils of all materials such as frying pans,05.4.0
05.4.0.3,Non-electric kitchen utensils of all materials such as coffee mills,05.4.0
05.4.0.3,Non-electric kitchen utensils of all materials such as purée makers,05.4.0
05.4.0.3,Non-electric kitchen utensils of all materials such as mincers,05.4.0
05.4.0.3,Non-electric kitchen utensils of all materials such as hotplates,05.4.0
05.4.0.3,Non-electric kitchen utensils of all materials such as household scales,05.4.0
05.4.0.3,Non-electric household articles of all materials such as containers for bread,05.4.0
05.4.0.3,Non-electric household articles of all materials such as coffee,05.4.0
05.4.0.3,Non-electric household articles of all materials such as spices,05.4.0
05.4.0.3,Non-electric household articles of all materials such as waste bins,05.4.0
05.4.0.3,Non-electric household articles of all materials such as waste-paper baskets,05.4.0
05.4.0.3,Non-electric household articles of all materials such as laundry baskets,05.4.0
05.4.0.3,Non-electric household articles of all materials such as portable money boxes,05.4.0
05.4.0.3,Non-electric household articles of all materials such as strongboxes,05.4.0
05.4.0.3,Non-electric household articles of all materials such as towel rails,05.4.0
05.4.0.3,Non-electric household articles of all materials such as bottle racks,05.4.0
05.4.0.3,Non-electric household articles of all materials such as irons,05.4.0
05.4.0.3,Non-electric household articles of all materials such as ironing boards,05.4.0
05.4.0.3,Non-electric household articles of all materials such as letter boxes,05.4.0
05.4.0.3,Non-electric household articles of all materials such as feeding bottles,05.4.0
05.4.0.3,Non-electric household articles of all materials such as thermos flasks,05.4.0
05.4.0.3,Non-electric household articles of all materials such as iceboxes,05.4.0
05.4.0.4,"Repair of glassware, tableware and household utensils",05.4.0
05.4.0.4,Repair of glassware,05.4.0
05.4.0.4,Repair of crystal-ware,05.4.0
05.4.0.4,Repair of ceramic ware,05.4.0
05.4.0.4,Repair of chinaware,05.4.0
05.4.0.4,Repair of cutlery,05.4.0
05.4.0.4,Repair of flatware,05.4.0
05.4.0.4,Repair of silverware,05.4.0
05.4.0.4,Repair of non-electric kitchen utensils,05.4.0
05.4.0.4,Repair of household utensils and articles,05.4.0
05.5.1.2,"Repair, leasing and rental of major tools and equipment",05.5.1
05.5.1.2,Repair of motorized tools and equipment,05.5.1
05.5.1.2,Leasing of motorized tools and equipment,05.5.1
05.5.1.2,Rental of motorized tools and equipment,05.5.1
05.6.2.2,Cleaning services,05.6.2
05.6.2.2,dry-cleaning of household linen and textiles,05.6.2
05.6.2.2,carpet cleaning,05.6.2
05.6.2.2,laundering and dyeing of household textiles,05.6.2
05.6.2.9,Other domestic services and household services,05.6.2
05.6.2.9,Other services supplied by enterprises or self-employed persons,05.6.2
05.6.2.9,Cleaners,05.6.2
05.6.2.9,Window cleaning,05.6.2
05.6.2.9,Pest extermination,05.6.2
05.6.2.9,Disinfections,05.6.2
06.1.2.9,Other medical products n.e.c.,06.1.2
06.1.2.9,Clinical thermometers,06.1.2
06.1.2.9,Adhesive bandages,06.1.2
06.1.2.9,Non-adhesive bandages,06.1.2
06.1.2.9,Hypodermic syringes,06.1.2
06.1.2.9,First-aid kits,06.1.2
06.1.2.9,Hot-water bottles,06.1.2
06.1.2.9,Ice bags,06.1.2
06.1.2.9,Disposable ice,06.1.2
06.1.2.9,Elasticated stockings,06.1.2
06.1.2.9,Knee-supports,06.1.2
06.2.1.2,Specialist practice,06.2.1
06.2.1.2,Consultations of physicians in specialist practice,06.2.1
06.2.1.2,Services of orthodontic specialists,06.2.1
06.2.2.0,Dental services,06.2.2
06.2.2.0,Services provided by dentists,06.2.2
06.2.2.0,Services provided by oral-hygienists,06.2.2
06.2.2.0,Services provided by other dental auxiliaries,06.2.2
06.2.2.0,Fitting costs of dentures,06.2.2
06.2.3.2,"Thermal-baths, corrective-gymnastic therapy, ambulance services and hire of therapeutic equipment",06.2.3
06.2.3.2,Thermal-baths for therapeutic purposes,06.2.3
06.2.3.2,Corrective-gymnastic therapy sessions,06.2.3
06.2.3.2,Ambulance services for emergency medical transportation,06.2.3
06.2.3.2,Hire of therapeutic equipment for medical use,06.2.3
07.1.2.0,Motor cycles,07.1.2
07.1.2.0,Motor cycles of all types,07.1.2
07.1.2.0,Scooters,07.1.2
07.1.2.0,Powered bicycles,07.1.2
07.1.2.0,Sidecars,07.1.2
07.1.2.0,Snowmobiles,07.1.2
07.2.1.2,Spare parts for personal transport equipment,07.2.1
07.2.1.2,spark plugs for personal transport equipment,07.2.1
